pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P01288,Sobrevivió.,CHIMINLLINKEKLA NAMPILLI,sobrevivió.,chiminllinkekla nampilli
P01289,Usted sobrevivió.,KENMA CHIMINLLINKEKLA NAMPILA,usted sobrevivió.,kenma chiminllinkekla nampila
P01290,Estarás bien.,MUSU' ÑAPE'CHU,estarás bien.,musu' ñape'chu
P01291,Estás loco.,WA'DANPINTEK ÑAPALA,estás loco.,wa'danpintek ñapala
P01292,Es cruel.,MUKANKAN'INPU' NUKA'A,es cruel.,mukankan'inpu' nuka'a
P01293,Estás borracha.,LUPERSU' ÑAPALA,estás borracha.,lupersu' ñapala
P01294,Está despedido.,SAKA'TUNAKLA USU'LLINA,está despedido.,saka'tunakla usu'llina
P01295,Están despedidos.,SAKA'TUNAKLA USU'DEKLLINA',están despedidos.,saka'tunakla usu'dekllina'
P01296,Estás gordo.,WEIPENSU' ÑAPALA,estás gordo.,weipensu' ñapala
P01297,Estás mintiendo.,TUMU'PALA,estás mintiendo.,tumu'pala
P01298,Tienes razón.,TEKINCHI NUKA'A,tienes razón.,tekinchi nuka'a
P01299,Eres inteligente.,IÑER' ÑINCHITAPALA',eres inteligente.,iñer' ñinchitapala'
P01300,Son inteligentes.,IÑER' ÑINCHITULUSA' NUKER'KA,son inteligentes.,iñer' ñinchitulusa' nuker'ka
P01301,Eres listo.,INSEKDIPERPI NUKA'MA,eres listo.,insekdiperpi nuka'ma
P01302,Estás cansado.,SAKA'TUSU' ÑAPALA,estás cansado.,saka'tusu' ñapala
P01303,Eres duro.,WATENSU' NUKA'MA,eres duro.,watensu' nuka'ma
P01304,Estás equivocado.,APER'SU' ÑAPALA,estás equivocado.,aper'su' ñapala
P01305,¿Estoy soñando?,¿WA'LATAPALEK?,¿estoy soñando?,¿wa'latapalek?
P01306,¿Están ocupados?,¿YENNICHI'NAMA'?,¿están ocupados?,¿yennichi'nama'?
P01307,¿Son polis?,¿SUNTADULUSA'CHA?,¿son polis?,¿suntadulusa'cha?
P01308,¿Son altos?,¿SHIPENLUSA' NUKER'KA?,¿son altos?,¿shipenlusa' nuker'ka?
P01309,¿Estás sola?,¿KENMASHASA' ÑAPALA?,¿estás sola?,¿kenmashasa' ñapala?
P01310,¿Estás enojada?,¿YUSU' ÑAPALA?,¿estás enojada?,¿yusu' ñapala?
P01311,¿Estás despierta?,¿NANPILADASU' ÑAPALA?,¿estás despierta?,¿nanpiladasu' ñapala?
P01312,¿Estás borracho?,¿LUPERSU' ÑAPALA?,¿estás borracho?,¿lupersu' ñapala?
P01313,¿Estás ebrio?,¿LUPERSU' ÑAPALA?,¿estás ebrio?,¿lupersu' ñapala?
P01314,¿Estás embriagado?,¿LUPERSU' ÑAPALA?,¿estás embriagado?,¿lupersu' ñapala?
P01315,¿Estás contento?,¿MUSU'CHA ÑAPALA?,¿estás contento?,¿musu'cha ñapala?
P01316,¿Eres feliz?,¿MUSU' ÑAPALA?,¿eres feliz?,¿musu' ñapala?
P01317,¿Contento?,¿MUSU'?,¿contento?,¿musu'?
P01318,¿Estás lista?,¿INSEK'DIPERPI ÑAPALA?,¿estás lista?,¿insek'diperpi ñapala?
P01319,¿Están listos?,¿INSEK'DIPERPI ÑAPALAMA'?,¿están listos?,¿insek'diperpi ñapalama'?
P01320,¿Estás?,¿ÑAPALA?,¿estás?,¿ñapala?
P01321,¿Estás cansado?,¿SAKA'TUSU' ÑAPALA?,¿estás cansado?,¿saka'tusu' ñapala?
P01322,Pórtate bien.,MUSU' ÑIKER,pórtate bien.,musu' ñiker
P01323,Apóyame.,KATU'PA'U,apóyame.,katu'pa'u
P01324,Apóyanos.,KATU'PA'UDEK,apóyanos.,katu'pa'udek
P01325,Tráelo aquí.,KENCHER' ASEK,tráelo aquí.,kencher' asek
P01326,Pide ayuda.,LEKTER' KATU'PA',pide ayuda.,lekter' katu'pa'
P01327,Pida ayuda.,LEKTER' KATU'PA',pida ayuda.,lekter' katu'pa'
P01328,Pidan ayuda.,LEKTUKU' KATU'PA',pidan ayuda.,lektuku' katu'pa'
P01329,¡Llámame después!,¡PEKLU'U MA'ISIK!,¡llámame después!,¡peklu'u ma'isik!
P01330,¿Puedo entrar?,¿YENNITULEK DA'AK?,¿puedo entrar?,¿yennitulek da'ak?
P01331,¿Puedo tenerlo?,¿YENNITULEK A'ÑAK?,¿puedo tenerlo?,¿yennitulek a'ñak?
P01332,¿Puedo abrazarte?,¿YENNITULEK WIPERI'A'KIK?,¿puedo abrazarte?,¿yennitulek wiperi'a'kik?
P01333,¿Puedo participar?,¿YENNITULEK KATUPA'TAK?,¿puedo participar?,¿yennitulek katupa'tak?
P01334,¿Puedo quedármelo?,¿YENNITULEK EK'LLIA'AK?,¿puedo quedármelo?,¿yennitulek ek'llia'ak?
P01335,¿Puedo visitar?,¿YENNITULEK LLIAK?,¿puedo visitar?,¿yennitulek lliak?
P01336,¿Puedo tomarlo?,¿YENNITULEK PILLI'TAK?,¿puedo tomarlo?,¿yennitulek pilli'tak?
P01337,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?,¿puedes dormir?,¿yennitula wichi'a'mak?
P01338,Venga mañana.,WEKER' EKLLI,venga mañana.,weker' eklli
P01339,Baila conmigo.,LANSA'KER' KUALEK,baila conmigo.,lansa'ker' kualek
P01340,¿Hablaste?,¿LUN'NA?,¿hablaste?,¿lun'na?
P01341,¿Le conozco?,¿LUWER'CHAPALEK?,¿le conozco?,¿luwer'chapalek?
P01342,¿Te conozco?,¿LUWER'CHAPALLIEN?,¿te conozco?,¿luwer'chapallien?
P01343,¿Necesito uno?,¿LUANTULEK ALA'SA'?,¿necesito uno?,¿luantulek ala'sa'?
P01344,Serás bienvenido.,MUSU' SEK'KAPERECHUNER'KEN,serás bienvenido.,musu' sek'kaperechuner'ken
P01345,Hazlo rápidamente.,WIU'SU' NU'TER',hazlo rápidamente.,wiu'su' nu'ter'
P01346,Hágalo rápido.,WIU'SU' NU'TER',hágalo rápido.,wiu'su' nu'ter'
P01347,Hazlo conmigo.,KUALEK NU'TER',hazlo conmigo.,kualek nu'ter'
P01348,¿Me sigues?,¿TUPITECHUNKU?,¿me sigues?,¿tupitechunku?
P01349,¿Lo ves?,¿LI'APALA?,¿lo ves?,¿li'apala?
P01350,¿Me ves?,¿LI'APALU?,¿me ves?,¿li'apalu?
P01351,No engordes.,YAWEYTA,no engordes.,yaweyta
P01352,Come algo.,MA'SHAPIN'TA KA'KER',come algo.,ma'shapin'ta ka'ker'
P01353,Todos ganan.,IÑER' KANA'TULLINA',todos ganan.,iñer' kana'tullina'
P01354,Dámelo.,ENKA'U,dámelo.,enka'u
P01355,Dímelo.,WINTU'U,dímelo.,wintu'u
P01356,Dame algunos.,ENKA'U NU'UNTA'LUSA',dame algunos.,enka'u nu'unta'lusa'
P01357,Deme esos.,ENKA'U NANALUSA',deme esos.,enka'u nanalusa'
P01358,Aguanta.,YAN'KATEKTER',aguanta.,yan'katekter'
P01359,Espera ahí.,NANEK WATENKER',espera ahí.,nanek watenker'
P01360,Espere allí.,NANEK WATENKER',espere allí.,nanek watenker'
P01361,Agárrate fuerte.,PILI'KER' IKERSU',agárrate fuerte.,pili'ker' ikersu'
P01362,Guarda eso.,SEKDIPERKER' NANA,guarda eso.,sekdiperker' nana
P01363,Conserva eso.,SEKDIPERKER' NANA,conserva eso.,sekdiperker' nana
P01364,Hazlo venir.,A'WENCHER',hazlo venir.,a'wencher'
P01365,Come mucho.,WAPU' WERAMPALLI,come mucho.,wapu' werampalli
P01366,Le cogieron.,PILLI'TULLINA,le cogieron.,pilli'tullina
P01367,Está leyendo.,LUNTA'PALLI,está leyendo.,lunta'palli
P01368,La besó.,MUSHA'LLI,la besó.,musha'lli
P01369,Luce pálido.,SHAPI'TEK NUKA'A,luce pálido.,shapi'tek nuka'a
P01370,¡Me pellizcó!,¡SEK'TEK'LLIU!,¡me pellizcó!,¡sek'tek'lliu!
P01371,Camina rápido.,WIU'SU' DEKUNTER',camina rápido.,wiu'su' dekunter'
P01372,Quiere más.,A'PINTA' LUWANTULLI,quiere más.,a'pinta' luwantulli
P01373,Es abogado.,CHIMIDEKPI NUKA'A,es abogado.,chimidekpi nuka'a
P01374,Aquí viene.,ASEK UK'APILELLI,aquí viene.,asek uk'apilelli
P01375,Abrazame fuertemente.,WIPERI'U IKERSU',abrazame fuertemente.,wiperi'u ikersu'
P01376,Espera allí.,WA'TENDER' NANEK,espera allí.,wa'tender' nanek
P01377,Sujétalo fuerte.,PILLI'TER' IKERSU',sujétalo fuerte.,pilli'ter' ikersu'
P01378,¡Sujétalo!,¡PILLI'TER'!,¡sujétalo!,¡pilli'ter'!
P01379,¿Cómo estáis?,¿MA'PU'SIN?,¿cómo estáis?,¿ma'pu'sin?
P01380,¿Cuántos murieron?,¿ENPU'DUN CHIMIÑINA'?,¿cuántos murieron?,¿enpu'dun chimiñina'?
P01381,¡Qué emocionante!,¡EMBU'NIMUSHIPA'!,¡qué emocionante!,¡embu'nimushipa'!
P01382,"Apúrate, Tom.",WIUK'ER' TOM,"apúrate, tom.",wiuk'er' tom
P01383,Casi morí.,CHIMINWINEK,casi morí.,chiminwinek
P01384,Siempre camino.,NERPI'PU' DEKUNDAPALEK,siempre camino.,nerpi'pu' dekundapalek
P01385,Soy americano.,AMERICANO NUKA'KA,soy americano.,americano nuka'ka
P01386,Soy japonés.,JAPONES NUKA'KA,soy japonés.,japones nuka'ka
P01387,Estoy tosiendo.,CHINKU'PALEK,estoy tosiendo.,chinku'palek
P01388,Me indigna.,A'YIULLIU,me indigna.,a'yiulliu
P01389,Estoy estornudando.,A'SHUPALEK,estoy estornudando.,a'shupalek
P01390,Te creo.,LATEKLLIEN,te creo.,latekllien
P01391,Les creo.,LATEKDEKLEK,les creo.,latekdeklek
P01392,Los llamé.,PEKLU'DEKLEK,los llamé.,peklu'deklek
P01393,Puedo sentirlo.,YENNITULEK LAUK'AK,puedo sentirlo.,yennitulek lauk'ak
P01394,Puedo verte.,YENNITULEK LI'AN'SU',puedo verte.,yennitulek li'an'su'
P01395,Yo contribuí.,KUA KATU'PATULEK,yo contribuí.,kua katu'patulek
P01396,No esperé.,WA'TENCHI'NEK,no esperé.,wa'tenchi'nek
P01397,No estudio.,KU'LA ÑINCHITAPI'NEK,no estudio.,ku'la ñinchitapi'nek
P01398,Yo exageré.,KUA A'NADALEK,yo exageré.,kua a'nadalek
P01399,Me dormí.,WICHI'LEK,me dormí.,wichi'lek
P01400,Te perdono.,MA'ICHIN'CHEN,te perdono.,ma'ichin'chen
P01401,Me casé.,SADALEK (hombre) / SUDALEK (mujer),me casé.,sadalek (hombre) / sudalek (mujer)
P01402,Odio volar.,LUYULEK PENNU'AK,odio volar.,luyulek pennu'ak
P01403,Detesto volar.,LUYULEK PENNU'AK,detesto volar.,luyulek pennu'ak
P01404,Odio perder.,LUYULEK WER'AK,odio perder.,luyulek wer'ak
P01405,Detesto perder.,LUYULEK WER'AK,detesto perder.,luyulek wer'ak
P01406,Estoy resfriado.,ILUSU' ÑAPALEK,estoy resfriado.,ilusu' ñapalek
P01407,Estoy acatarrado.,ILUSU' ÑAPALEK,estoy acatarrado.,ilusu' ñapalek
P01408,He pecado.,APER'LEK,he pecado.,aper'lek
P01409,Escucho voces.,LAUK'APALEK LA'LA'LUSA',escucho voces.,lauk'apalek la'la'lusa'
P01410,Te mentí.,TUMU'TULLIEN,te mentí.,tumu'tullien
P01411,Les mentí.,TUMU'TULEKLEK,les mentí.,tumu'tuleklek
P01412,Hice café.,WAYUSA' NU'TULEK,hice café.,wayusa' nu'tulek
P01413,Preparé cena.,KALUTULEK,preparé cena.,kalutulek
P01414,Necesito café.,WAYUSA' LUWANTULEK,necesito café.,wayusa' luwantulek
P01415,La rescaté.,KANANEK,la rescaté.,kananek
P01416,Lo rescaté.,KANANEK,lo rescaté.,kananek
P01417,Lo abofeteé.,PATENCHULEK,lo abofeteé.,patenchulek
P01418,Dormí mucho.,NAKUSU' WICHILEK,dormí mucho.,nakusu' wichilek
P01419,Quiero café.,LUWANTULEK WAYUSA',quiero café.,luwantulek wayusa'
P01420,Quiero llorar.,YAWELLEKLEK,quiero llorar.,yawelleklek
P01421,Quiero morir.,YACHIMINEK,quiero morir.,yachiminek
P01422,Quiero comer.,YAWERANNEK,quiero comer.,yawerannek
P01423,Quiero intentarlo.,YATEKLERILEK,quiero intentarlo.,yateklerilek
P01424,Quiero ganar.,YAKANA'LEK,quiero ganar.,yakana'lek
P01425,Tuve cuidado.,INLU'UKTUWINEK,tuve cuidado.,inlu'uktuwinek
P01426,Estaba furioso.,YUPAWINEK,estaba furioso.,yupawinek
P01427,Estaba celoso.,APISADATUTEK ÑAPAWINEK,estaba celoso.,apisadatutek ñapawinek
P01428,Estaba atrapado.,PILLI'PI ÑAPAWINEK,estaba atrapado.,pilli'pi ñapawinek
P01429,Estaba desarmado.,ILLIAPALEK'INPU ÑAPAWINEK,estaba desarmado.,illiapalek'inpu ñapawinek
P01430,Escribo versos.,LINSERCHAPALEK LA'LA'LUSA',escribo versos.,linserchapalek la'la'lusa'
P01431,Lo permitiré.,TA'ITULEKCHEK,lo permitiré.,ta'itulekchek
P01432,Estaré solo.,KUASA' ÑAPECHEK,estaré solo.,kuasa' ñapechek
P01433,Seré breve.,WIUKSU' ÑIN'CHEK,seré breve.,wiuksu' ñin'chek
P01434,Estaré ahí.,ÑAPECHEK NANEK,estaré ahí.,ñapechek nanek
P01435,Lo compraré.,MAPE'CHEK,lo compraré.,mape'chek
P01436,Lo llamaré.,PECLU'ECHEK,lo llamaré.,peclu'echek
P01437,Comeré aquí.,ASEK WERENCHEK,comeré aquí.,asek werenchek
P01438,Lo mataré.,DEI'TECHEK,lo mataré.,dei'techek
P01439,Le mataré.,DEI'TECHEK,le mataré.,dei'techek
P01440,Te mataré.,DEI'TECHEN,te mataré.,dei'techen
P01441,Lo demostraré.,ALLI'ECHEK,lo demostraré.,alli'echek
P01442,Te mostraré.,ALLI'ECHEN,te mostraré.,alli'echen
P01443,Le mostraré.,ALLI'ECHEK,le mostraré.,alli'echek
P01444,Lo llevaré.,EPA'ECHEK,lo llevaré.,epa'echek
P01445,Cogeré uno.,MAECHEK ALASA',cogeré uno.,maechek alasa'
P01446,Lo miraré.,LLI'ECHEK,lo miraré.,lli'echek
P01447,Soy islandés.,ISLANDES NUKA'KA,soy islandés.,islandes nuka'ka
P01448,Soy estudiante.,KIRKA'ÑINCHITUTEK NUKA'KA,soy estudiante.,kirka'ñinchitutek nuka'ka
P01449,Soy maestro.,ALEKTUTEK NUKA'KA,soy maestro.,alektutek nuka'ka
P01450,Soy huérfano.,SUILA NUKA'KA,soy huérfano.,suila nuka'ka
P01451,Soy guapa.,MULUN NUKA'KA,soy guapa.,mulun nuka'ka
P01452,Estoy desesperado.,PERWATENDUSU' ÑAPALEK,estoy desesperado.,perwatendusu' ñapalek
P01453,Estoy agotado.,SAKA'TUSU' ÑAPALEK,estoy agotado.,saka'tusu' ñapalek
P01454,Soy olvidadizo.,PINANERCHEK'KU NUKAKA,soy olvidadizo.,pinanerchek'ku nukaka
P01455,Estoy horrorizado.,TEKUA'DANSU' ÑAPALEK,estoy horrorizado.,tekua'dansu' ñapalek
P01456,Estoy impaciente.,YENNICHINEK WA'TENTAK,estoy impaciente.,yennichinek wa'tentak
P01457,Soy importante.,LUWANTULLINER'KU,soy importante.,luwantulliner'ku
P01458,Estoy impresionada.,ÑAPALEK IMANANTUSU',estoy impresionada.,ñapalek imanantusu'
P01459,Estoy escuchando.,LAUK'APALEK,estoy escuchando.,lauk'apalek
P01460,Te escucharé.,LAUK'ECHEN,te escucharé.,lauk'echen
P01461,Estoy satisfecho.,ÑAPALEK SAKEKSU',estoy satisfecho.,ñapalek sakeksu'
P01462,Soy sensible.,MANENPITA' IKERCHULEK,soy sensible.,manenpita' ikerchulek
P01463,Tengo cerveza.,AÑAPALEK CERVEZA,tengo cerveza.,añapalek cerveza
P01464,¿Está mirando?,¿LLI'TAPALLI?,¿está mirando?,¿lli'tapalli?
P01465,¿Es doloroso?,¿IKERLI?,¿es doloroso?,¿ikerli?
P01466,¿Es popular?,¿LUWER'PIA'CHA?,¿es popular?,¿luwer'pia'cha?
P01467,¿Es privado?,¿SEKIPIA'CHA?,¿es privado?,¿sekipia'cha?
P01468,¿Está lloviendo?,¿ULANPALLINCHA?,¿está lloviendo?,¿ulanpallincha?
P01469,¿Es dulce?,¿KASER'LLINCHA?,¿es dulce?,¿kaser'llincha?
P01470,¿Hay más?,¿ÑAPALLI A'PINDA'?,¿hay más?,¿ñapalli a'pinda'?
P01471,Se quebró.,NUPEK'TULLI,se quebró.,nupek'tulli
P01472,Empeora.,NU'LA'LLI,empeora.,nu'la'lli
P01473,Había nevado.,PULUNKER' ÑAPAWIÑI,había nevado.,pulunker' ñapawiñi
P01474,Aquí duele.,ASEK IKERLLI,aquí duele.,asek ikerlli
P01475,Me enferma.,A'KALUWI'LIU,me enferma.,a'kaluwi'liu
P01476,Fue irónico.,SI'LEN ÑIWIÑI,fue irónico.,si'len ñiwiñi
P01477,No dolerá.,KU'LA IKERINCHU,no dolerá.,ku'la ikerinchu
P01478,No servirá.,KU'LA PA'CHINCHU,no servirá.,ku'la pa'chinchu
P01479,Funciona bien.,SAKA'TAPALLI MUSU',funciona bien.,saka'tapalli musu'
P01480,Será fácil.,SAKA'DEKIMPU ÑICHU,será fácil.,saka'dekimpu ñichu
P01481,Es adorable.,U'CHIMUSHA NUKA'A,es adorable.,u'chimusha nuka'a
P01482,Son negocios.,UKU'LATAK NUKER'KA,son negocios.,uku'latak nuker'ka
P01483,Está desierto.,MANEN ÑI'ÑI,está desierto.,manen ñi'ñi
P01484,Es emocionante.,SAKEKNANSU' NUKA'A,es emocionante.,sakeknansu' nuka'a
P01485,Está mejorado.,TEKDIPERPI ÑAPALLI,está mejorado.,tekdiperpi ñapalli
P01486,Es obsoleto.,NAPI'DA' NUKA'A,es obsoleto.,napi'da' nuka'a
P01487,Está ocupado.,IPIA'LA YENNICHI'ÑI,está ocupado.,ipia'la yennichi'ñi
P01488,Está obsoleto.,ÑAPALLI NAPI'DA',está obsoleto.,ñapalli napi'da'
P01489,Déjelo.,TA'ITULER',déjelo.,ta'ituler'
P01490,Solo levántate.,KENMASA' YUNSANKER',solo levántate.,kenmasa' yunsanker'
P01491,Aprende italiano.,ÑINCHITER' ITALIANU,aprende italiano.,ñinchiter' italianu
P01492,Déjelo aquí.,TA'ITULER' ASEK,déjelo aquí.,ta'ituler' asek
P01493,Déjale pasar.,TA'ITULER' NAKUI,déjale pasar.,ta'ituler' nakui
P01494,Déjame terminar.,TA'ITULA'U ATA'WANTAK,déjame terminar.,ta'itula'u ata'wantak
P01495,Déjame cogerlo.,TA'ITULA'U PILLI'TE'CHEK,déjame cogerlo.,ta'itula'u pilli'te'chek
P01496,Déjame verlo.,TA'ITULA'U LLI'ECHEK,déjame verlo.,ta'itula'u lli'echek
P01497,Déjame intentarlo.,TA'ITULA'U TEKLE'RICHEK,déjame intentarlo.,ta'itula'u tekle'richek
P01498,Déjame probarlo.,TA'ITULA'U TEKLE'RICHEK,déjame probarlo.,ta'itula'u tekle'richek
P01499,Preguntémosle.,LEK'KAWA',preguntémosle.,lek'kawa'
P01500,Hagamos más.,A'PINTA' NU'TAWA',hagamos más.,a'pinta' nu'tawa'
P01501,Hagamos eso.,NU'TAWA' NANA,hagamos eso.,nu'tawa' nana
P01502,Comamos fuera.,ADIPI KA'AWA',comamos fuera.,adipi ka'awa'
P01503,Vámonos.,ENCHUKU' ,vámonos.,enchuku'
P01504,Volvamos.,ADANTA'WA',volvamos.,adanta'wa'
P01505,Vayamos abajo.,NUWANTA'WA',vayamos abajo.,nuwanta'wa'
P01506,Mantengámoslo.,TUPI'WA',mantengámoslo.,tupi'wa'
P01507,Prosigamos.,TUPI'WA',prosigamos.,tupi'wa'
P01508,Avancemos.,PA'AWA' EKTER'LUPA',avancemos.,pa'awa' ekter'lupa'
P01509,Abrámoslo.,EK'KER'CHAWA',abrámoslo.,ek'ker'chawa'
P01510,Sigamos adelante.,TUPI'WA' EKTER'LUPA',sigamos adelante.,tupi'wa' ekter'lupa'
P01511,Hazlo rápido.,WIUK'SU' NU'TER',hazlo rápido.,wiuk'su' nu'ter'
P01512,Resume.,TUNKA'SU' NU'TER',resume.,tunka'su' nu'ter'
P01513,¿Puedo verlo?,¿YENNITULEK LLI'AK?,¿puedo verlo?,¿yennitulek lli'ak?
P01514,Memoriza esto.,SEKDIPERKER' ASU' MUTU'PENKEK,memoriza esto.,sekdiperker' asu' mutu'penkek
P01515,Nadie llamó.,ÑIDEN PEK'KLU'CHI'ÑI,nadie llamó.,ñiden pek'klu'chi'ñi
P01516,¡Di algo!,¡TUKER' MA'NEN'UNTA'!,¡di algo!,¡tuker' ma'nen'unta'!
P01517,¡Digan algo!,¡TUKU' MA'NEN'UNTA'!,¡digan algo!,¡tuku' ma'nen'unta'!
P01518,Mándamelo.,A'UKTUWU,mándamelo.,a'uktuwu
P01519,¿Empiezo?,¿TENMIANSU'CHEK?,¿empiezo?,¿tenmiansu'chek?
P01520,¿Debo continuar?,¿TUPITE'CHEKPI'LA?,¿debo continuar?,¿tupite'chekpi'la?
P01521,Es francesa.,NUKA'A FRANCESA,es francesa.,nuka'a francesa
P01522,Sientate Tomás.,DUKER' CHUMA,sientate tomás.,duker' chuma
P01523,Habla claramente.,LUNKER' LACHEK'AK,habla claramente.,lunker' lachek'ak
P01524,Hable claramente.,LUNKER' LACHEK'AK,hable claramente.,lunker' lachek'ak
P01525,Hablen claramente.,LUNKU' LACHEK'AK,hablen claramente.,lunku' lachek'ak
P01526,Habla bajito.,TA'TULA'SHASU' LUNKER',habla bajito.,ta'tula'shasu' lunker'
P01527,Habla calladito.,TA'TULA'SHASU' LUNKER',habla calladito.,ta'tula'shasu' lunker'
P01528,Sé positivo.,INLLI'INUTER' MUSUK,sé positivo.,inlli'inuter' musuk
P01529,Sigue positivo.,MUSUK'I'LA LLI'INUPER',sigue positivo.,musuk'i'la lli'inuper'
P01530,Mantenganse juntos.,MUMU'SU' ÑAPAKU',mantenganse juntos.,mumu'su' ñapaku'
P01531,¡Qué listo!,¡DAKUTI'ÑI!,¡qué listo!,¡dakuti'ñi!
P01532,Ya basta.,TA'ITULER',ya basta.,ta'ituler'
P01533,Es suficiente.,NANASA',es suficiente.,nanasa'
P01534,Es simple.,SAKA'DEK'INPU',es simple.,saka'dek'inpu'
P01535,Aquí tienes.,ASEK A'ÑAPALA,aquí tienes.,asek a'ñapala
P01536,Están aquí.,ASEK ÑAPALLINA',están aquí.,asek ñapallina'
P01537,Cancelaron.,TA'ITULA'LLINA',cancelaron.,ta'itula'llina'
P01538,Lo encontraron.,KANAÑINA' ,lo encontraron.,kanañina'
P01539,Te conocen.,LUWER'CHAPALLIÑER'KEN,te conocen.,luwer'chapalliñer'ken
P01540,Deben morir.,CHIMIN'ER'KASU'ÑAPALLI,deben morir.,chimin'er'kasu'ñapalli
P01541,Gritaron.,LAMAPU'LLINA',gritaron.,lamapu'llina'
P01542,Ellos bailarán.,NAWA' LANSE'CHUNA',ellos bailarán.,nawa' lanse'chuna'
P01543,Están vivos.,NANPIPALLINA',están vivos.,nanpipallina'
P01544,Están solos.,NAWA'SA' ÑAPALLINA',están solos.,nawa'sa' ñapallina'
P01545,Están enojados.,YUSU' ÑAPALLINA',están enojados.,yusu' ñapallina'
P01546,Están limpias.,MUPISUSA' ÑAPALLINA',están limpias.,mupisusa' ñapallina'
P01547,Están mintiendo.,TUMU'PALLINA',están mintiendo.,tumu'pallina'
P01548,Están cansados.,SAKA'TUSU' ÑAPALLINA',están cansados.,saka'tusu' ñapallina'
P01549,Son gemelos.,INSILANPI NUKER'KA,son gemelos.,insilanpi nuker'ka
P01550,Es incorrecto.,MUI'SU' NUKA'A,es incorrecto.,mui'su' nuka'a
P01551,Tom aplaudió.,TOM INLLIPU'ITEK'LATULLI,tom aplaudió.,tom inllipu'itek'latulli
P01552,Tom dudó.,TOM LATEK'CHI'ÑI,tom dudó.,tom latek'chi'ñi
P01553,Tom recuerda.,TOM LLI'INUTAPALLI,tom recuerda.,tom lli'inutapalli
P01554,Tom vaciló.,TOM SI'LENTULLI,tom vaciló.,tom si'lentulli
P01555,Tom mentía.,TOM TUMU'PAWIÑI,tom mentía.,tom tumu'pawiñi
P01556,Tom palideció.,TOM SHA'PI'WIÑI,tom palideció.,tom sha'pi'wiñi
P01557,Tom cocinará.,TOM AKUSUTE'CHU,tom cocinará.,tom akusute'chu
P01558,Tom obedecerá.,TOM LATEKTE'CHU,tom obedecerá.,tom latekte'chu
P01559,Intenta hacerlo.,TEKLERIER' NU'TA'MAK,intenta hacerlo.,teklerier' nu'ta'mak
P01560,¿Estaba roncando?,¿TUKULU'PAWIÑI?,¿estaba roncando?,¿tukulu'pawiñi?
P01561,Estamos llorando.,WELLIEK'APALLIDEK,estamos llorando.,welliek'apallidek
P01562,Estamos arruinados.,NAKUSU' MUIN'SU' ÑAPALLIDEK ,estamos arruinados.,nakusu' muin'su' ñapallidek
P01563,Estamos condenados.,NAKUSU' MUIN'SU' ÑAPALLIDEK ,estamos condenados.,nakusu' muin'su' ñapallidek
P01564,Tenemos hambre.,UKI'LALLIDEK,tenemos hambre.,uki'lallidek
P01565,Podríamos leer.,YENNITUWINASKUDEK LUNTAK,podríamos leer.,yennituwinaskudek luntak
P01566,Podríamos caminar.,YENNITUWINASKUDEK DEK'KUNTAK,podríamos caminar.,yennituwinaskudek dek'kuntak
P01567,Fuimos robados.,APE'CHUWIÑINER'KUDEK,fuimos robados.,ape'chuwiñiner'kudek
P01568,Nos robaron.,APERLLINER'KUDEK,nos robaron.,aperlliner'kudek
P01569,Tenemos perro.,A'ÑAPALLIDEK ÑIÑI'WA,tenemos perro.,a'ñapallidek ñiñi'wa
P01570,Tenemos planes.,A'ÑAPALLIDEK MA'NEN'UN'TA' NU'TAK,tenemos planes.,a'ñapallidek ma'nen'un'ta' nu'tak
P01571,Tenemos reglas.,A'ÑAPALLIDEK LA'LA'LUSA' LATEK'AK,tenemos reglas.,a'ñapallidek la'la'lusa' latek'ak
P01572,Necesitamos dinero.,KULLIKER' LUWANTULLIDEK,necesitamos dinero.,kulliker' luwantullidek
P01573,Nunca hablamos.,ÑINPI' LUNPI'ÑIDEK,nunca hablamos.,ñinpi' lunpi'ñidek
P01574,Deberíamos comer.,KA'A'KAWA'SU' ÑAPALLI,deberíamos comer.,ka'a'kawa'su' ñapalli
P01575,Lo entendemos.,LACHEK'APALLIDEK,lo entendemos.,lachek'apallidek
P01576,Estábamos cerca.,KAWITUSU' ÑAPAWIÑIDEK,estábamos cerca.,kawitusu' ñapawiñidek
P01577,Estábamos borrachos.,LUPERSU' ÑAPAWIÑIDEK,estábamos borrachos.,lupersu' ñapawiñidek
P01578,Teníamos razón.,A'PERSU' ÑAPIÑIDEK,teníamos razón.,a'persu' ñapiñidek
P01579,Sobreviviremos.,CHIMINLLINKEKLA NANPITERWA',sobreviviremos.,chiminllinkekla nanpiterwa'
P01580,Somos primos.,YALLI'WALUSA' NUKA'KAWA',somos primos.,yalli'walusa' nuka'kawa'
P01581,Estamos intrigados.,LACHEK'INSU' ÑAPALLIDEK,estamos intrigados.,lachek'insu' ñapallidek
P01582,Estamos bailando.,LANSA'PALLIDEK,estamos bailando.,lansa'pallidek
P01583,Nos vamos.,PA'ECHIDEK,nos vamos.,pa'echidek
P01584,Estamos casados.,SADASU' ÑAPALEK',estamos casados.,sadasu' ñapalek'
P01585,Estamos leyendo.,KERKA' LUNTAPALLIDEK,estamos leyendo.,kerka' luntapallidek
