pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P01244,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,deberíamos irnos.,pa'a'kawa'su' ñapalli,True
P01245,¡Lo conseguimos!,¡KANANEKWA'!,¡lo conseguimos!,¡kananekwa'!,True
P01246,¡Lo logramos!,¡KANANEKWA'!,¡lo logramos!,¡kananekwa'!,True
P01247,Nos rendimos.,YENNICHI'NEK'WA',nos rendimos.,yennichi'nek'wa',False
P01248,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK,estábamos heridos.,llipu'pi ñapawiñidek,True
P01249,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK,estábamos lastimados.,llipu'pi ñapawiñidek,True
P01250,Somos adultos.,NUKA'KAWA TASERPILUSA',somos adultos.,nuka'kawa taserpilusa',False
P01251,Estamos asustados.,IMANTUSU' ÑAPALLIDEK,estamos asustados.,imantusu' ñapallidek,False
P01252,Estamos encerrados.,UNKU'PI ÑAPALLIDEK,estamos encerrados.,unku'pi ñapallidek,False
P01253,Estamos hambrientos.,UKI'LATEK ÑAPALLIDEK,estamos hambrientos.,uki'latek ñapallidek,False
P01254,Estamos bromeando.,SI'LENTAPALLIDEK,estamos bromeando.,si'lentapallidek,False
P01255,Estamos perdiendo.,WER'APALLIDEK,estamos perdiendo.,wer'apallidek,False
P01256,Lo tenemos.,A'ÑAPALLIDEK,lo tenemos.,a'ñapallidek,False
P01257,¿Quiénes son?,¿DENLUSA'CHA?,¿quiénes son?,¿denlusa'cha?,False
P01258,¿Quién canceló?,¿DEN ATA'WANTULLI?,¿quién canceló?,¿den ata'wantulli?,False
P01259,¿Quién escuchó?,¿DEN LAUK'TULLI?,¿quién escuchó?,¿den lauk'tulli?,False
P01260,¿Quién renunció?,¿DEN YUNSU'LLI?,¿quién renunció?,¿den yunsu'lli?,False
P01261,¿Quién desapareció?,¿DEN WER'LLI?,¿quién desapareció?,¿den wer'lli?,False
P01262,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,¿quién empieza?,¿den tenmian'su'lli?,True
P01263,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,¿quién parte?,¿den tenmian'su'lli?,True
P01264,¿Acaso vivirá?,¿NANPICHUA'CHA?,¿acaso vivirá?,¿nanpichua'cha?,False
P01265,Eres bueno.,U'CHIMU NUKA'MA,eres bueno.,u'chimu nuka'ma,False
P01266,Estás bien.,MU'SU' ÑAPALA,estás bien.,mu'su' ñapala,False
P01267,Eres rico.,KULLIKER'WANPALA,eres rico.,kulliker'wanpala,False
P01268,Puedes venir.,YENNITULA' UK'A'MAK,puedes venir.,yennitula' uk'a'mak,False
P01269,Puedes quedarte.,YENNITULA' LLIA'A'MAK,puedes quedarte.,yennitula' llia'a'mak,False
P01270,Tú primera.,NANENTUPEN,tú primera.,nanentupen,False
P01271,Ustedes primero.,NANENTU KENMAMA',ustedes primero.,nanentu kenmama',False
P01272,Lo heriste.,LLIPU'TULA,lo heriste.,llipu'tula,False
P01273,Le conoces.,LUWER'CHAPALA,le conoces.,luwer'chapala,False
P01274,Puedes nadar.,YENNITULA' IDUN'A'MAK,puedes nadar.,yennitula' idun'a'mak,False
P01275,Prometiste.,NU'TECHUN TUWINA,prometiste.,nu'techun tuwina,True
P01276,Tú prometiste.,KENMA NU'TECHUN TUWINA,tú prometiste.,kenma nu'techun tuwina,False
P01277,Prometió.,NANA TUWIÑI NU'TECHU,prometió.,nana tuwiñi nu'techu,False
P01278,Usted prometió.,KENMA TUWINA NU'TECHU,usted prometió.,kenma tuwina nu'techu,False
P01279,Ustedes prometisteis.,KENMAMA' TUWINAMA' NU'TECHUMA,ustedes prometisteis.,kenmama' tuwinama' nu'techuma,True
P01280,Prometieron.,TUWIÑINA' NU'TECHUNA,prometieron.,tuwiñina' nu'techuna,True
P01281,Ustedes prometieron.,KENMAMA' TUWINAMA' NU'TECHUMA,ustedes prometieron.,kenmama' tuwinama' nu'techuma,True
P01282,Lo prometiste.,NU'TECHUN TUWINA,lo prometiste.,nu'techun tuwina,True
P01283,Lo prometió.,TUWIÑI NU'TECHU,lo prometió.,tuwiñi nu'techu,False
P01284,Lo prometieron.,TUWIÑINA' NU'TECHUNA,lo prometieron.,tuwiñina' nu'techuna,True
P01285,Me asustas.,A'IMANANTULUN,me asustas.,a'imanantulun,False
P01286,Sobreviviste.,CHIMINLLINKEKLA NAMPILA,sobreviviste.,chiminllinkekla nampila,False
P01287,Tú sobreviviste.,KENMA CHIMINLLINKEKLA NAMPILA,tú sobreviviste.,kenma chiminllinkekla nampila,True
P01288,Sobrevivió.,CHIMINLLINKEKLA NAMPILLI,sobrevivió.,chiminllinkekla nampilli,False
P01289,Usted sobrevivió.,KENMA CHIMINLLINKEKLA NAMPILA,usted sobrevivió.,kenma chiminllinkekla nampila,True
P01290,Estarás bien.,MUSU' ÑAPE'CHU,estarás bien.,musu' ñape'chu,False
P01291,Estás loco.,WA'DANPINTEK ÑAPALA,estás loco.,wa'danpintek ñapala,False
P01292,Es cruel.,MUKANKAN'INPU' NUKA'A,es cruel.,mukankan'inpu' nuka'a,False
P01293,Estás borracha.,LUPERSU' ÑAPALA,estás borracha.,lupersu' ñapala,False
P01294,Está despedido.,SAKA'TUNAKLA USU'LLINA,está despedido.,saka'tunakla usu'llina,False
P01295,Están despedidos.,SAKA'TUNAKLA USU'DEKLLINA',están despedidos.,saka'tunakla usu'dekllina',False
P01296,Estás gordo.,WEIPENSU' ÑAPALA,estás gordo.,weipensu' ñapala,False
P01297,Estás mintiendo.,TUMU'PALA,estás mintiendo.,tumu'pala,False
P01298,Tienes razón.,TEKINCHI NUKA'A,tienes razón.,tekinchi nuka'a,False
P01299,Eres inteligente.,IÑER' ÑINCHITAPALA',eres inteligente.,iñer' ñinchitapala',False
P01300,Son inteligentes.,IÑER' ÑINCHITULUSA' NUKER'KA,son inteligentes.,iñer' ñinchitulusa' nuker'ka,False
P01301,Eres listo.,INSEKDIPERPI NUKA'MA,eres listo.,insekdiperpi nuka'ma,False
P01302,Estás cansado.,SAKA'TUSU' ÑAPALA,estás cansado.,saka'tusu' ñapala,False
P01303,Eres duro.,WATENSU' NUKA'MA,eres duro.,watensu' nuka'ma,False
P01304,Estás equivocado.,APER'SU' ÑAPALA,estás equivocado.,aper'su' ñapala,False
P01305,¿Estoy soñando?,¿WA'LATAPALEK?,¿estoy soñando?,¿wa'latapalek?,False
P01306,¿Están ocupados?,¿YENNICHI'NAMA'?,¿están ocupados?,¿yennichi'nama'?,False
P01307,¿Son polis?,¿SUNTADULUSA'CHA?,¿son polis?,¿suntadulusa'cha?,False
P01308,¿Son altos?,¿SHIPENLUSA' NUKER'KA?,¿son altos?,¿shipenlusa' nuker'ka?,False
P01309,¿Estás sola?,¿KENMASHASA' ÑAPALA?,¿estás sola?,¿kenmashasa' ñapala?,False
P01310,¿Estás enojada?,¿YUSU' ÑAPALA?,¿estás enojada?,¿yusu' ñapala?,True
P01311,¿Estás despierta?,¿NANPILADASU' ÑAPALA?,¿estás despierta?,¿nanpiladasu' ñapala?,False
P01312,¿Estás borracho?,¿LUPERSU' ÑAPALA?,¿estás borracho?,¿lupersu' ñapala?,True
P01313,¿Estás ebrio?,¿LUPERSU' ÑAPALA?,¿estás ebrio?,¿lupersu' ñapala?,True
P01314,¿Estás embriagado?,¿LUPERSU' ÑAPALA?,¿estás embriagado?,¿lupersu' ñapala?,True
P01315,¿Estás contento?,¿MUSU'CHA ÑAPALA?,¿estás contento?,¿musu'cha ñapala?,False
P01316,¿Eres feliz?,¿MUSU' ÑAPALA?,¿eres feliz?,¿musu' ñapala?,False
P01317,¿Contento?,¿MUSU'?,¿contento?,¿musu'?,False
P01318,¿Estás lista?,¿INSEK'DIPERPI ÑAPALA?,¿estás lista?,¿insek'diperpi ñapala?,False
P01319,¿Están listos?,¿INSEK'DIPERPI ÑAPALAMA'?,¿están listos?,¿insek'diperpi ñapalama'?,False
P01320,¿Estás?,¿ÑAPALA?,¿estás?,¿ñapala?,False
P01321,¿Estás cansado?,¿SAKA'TUSU' ÑAPALA?,¿estás cansado?,¿saka'tusu' ñapala?,False
P01322,Pórtate bien.,MUSU' ÑIKER,pórtate bien.,musu' ñiker,False
P01323,Apóyame.,KATU'PA'U,apóyame.,katu'pa'u,True
P01324,Apóyanos.,KATU'PA'UDEK,apóyanos.,katu'pa'udek,True
P01325,Tráelo aquí.,KENCHER' ASEK,tráelo aquí.,kencher' asek,False
P01326,Pide ayuda.,LEKTER' KATU'PA',pide ayuda.,lekter' katu'pa',True
P01327,Pida ayuda.,LEKTER' KATU'PA',pida ayuda.,lekter' katu'pa',True
P01328,Pidan ayuda.,LEKTUKU' KATU'PA',pidan ayuda.,lektuku' katu'pa',False
P01329,¡Llámame después!,¡PEKLU'U MA'ISIK!,¡llámame después!,¡peklu'u ma'isik!,False
P01330,¿Puedo entrar?,¿YENNITULEK DA'AK?,¿puedo entrar?,¿yennitulek da'ak?,False
P01331,¿Puedo tenerlo?,¿YENNITULEK A'ÑAK?,¿puedo tenerlo?,¿yennitulek a'ñak?,False
P01332,¿Puedo abrazarte?,¿YENNITULEK WIPERI'A'KIK?,¿puedo abrazarte?,¿yennitulek wiperi'a'kik?,False
P01333,¿Puedo participar?,¿YENNITULEK KATUPA'TAK?,¿puedo participar?,¿yennitulek katupa'tak?,False
P01334,¿Puedo quedármelo?,¿YENNITULEK EK'LLIA'AK?,¿puedo quedármelo?,¿yennitulek ek'llia'ak?,False
P01335,¿Puedo visitar?,¿YENNITULEK LLIAK?,¿puedo visitar?,¿yennitulek lliak?,False
P01336,¿Puedo tomarlo?,¿YENNITULEK PILLI'TAK?,¿puedo tomarlo?,¿yennitulek pilli'tak?,False
P01337,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?,¿puedes dormir?,¿yennitula wichi'a'mak?,False
P01338,Venga mañana.,WEKER' EKLLI,venga mañana.,weker' eklli,False
P01339,Baila conmigo.,LANSA'KER' KUALEK,baila conmigo.,lansa'ker' kualek,False
P01340,¿Hablaste?,¿LUN'NA?,¿hablaste?,¿lun'na?,False
P01341,¿Le conozco?,¿LUWER'CHAPALEK?,¿le conozco?,¿luwer'chapalek?,False
P01342,¿Te conozco?,¿LUWER'CHAPALLIEN?,¿te conozco?,¿luwer'chapallien?,False
P01343,¿Necesito uno?,¿LUANTULEK ALA'SA'?,¿necesito uno?,¿luantulek ala'sa'?,False
P01344,Serás bienvenido.,MUSU' SEK'KAPERECHUNER'KEN,serás bienvenido.,musu' sek'kaperechuner'ken,False
P01345,Hazlo rápidamente.,WIU'SU' NU'TER',hazlo rápidamente.,wiu'su' nu'ter',True
P01346,Hágalo rápido.,WIU'SU' NU'TER',hágalo rápido.,wiu'su' nu'ter',True
P01347,Hazlo conmigo.,KUALEK NU'TER',hazlo conmigo.,kualek nu'ter',False
P01348,¿Me sigues?,¿TUPITECHUNKU?,¿me sigues?,¿tupitechunku?,False
P01349,¿Lo ves?,¿LI'APALA?,¿lo ves?,¿li'apala?,False
P01350,¿Me ves?,¿LI'APALU?,¿me ves?,¿li'apalu?,False
P01351,No engordes.,YAWEYTA,no engordes.,yaweyta,False
P01352,Come algo.,MA'SHAPIN'TA KA'KER',come algo.,ma'shapin'ta ka'ker',True
P01353,Todos ganan.,IÑER' KANA'TULLINA',todos ganan.,iñer' kana'tullina',False
P01354,Dámelo.,ENKA'U,dámelo.,enka'u,False
P01355,Dímelo.,WINTU'U,dímelo.,wintu'u,False
P01356,Dame algunos.,ENKA'U NU'UNTA'LUSA',dame algunos.,enka'u nu'unta'lusa',False
P01357,Deme esos.,ENKA'U NANALUSA',deme esos.,enka'u nanalusa',False
P01358,Aguanta.,YAN'KATEKTER',aguanta.,yan'katekter',False
P01359,Espera ahí.,NANEK WATENKER',espera ahí.,nanek watenker',True
P01360,Espere allí.,NANEK WATENKER',espere allí.,nanek watenker',True
P01361,Agárrate fuerte.,PILI'KER' IKERSU',agárrate fuerte.,pili'ker' ikersu',False
P01362,Guarda eso.,SEKDIPERKER' NANA,guarda eso.,sekdiperker' nana,True
P01363,Conserva eso.,SEKDIPERKER' NANA,conserva eso.,sekdiperker' nana,True
P01364,Hazlo venir.,A'WENCHER',hazlo venir.,a'wencher',False
P01365,Come mucho.,WAPU' WERAMPALLI,come mucho.,wapu' werampalli,False
P01366,Le cogieron.,PILLI'TULLINA,le cogieron.,pilli'tullina,False
P01367,Está leyendo.,LUNTA'PALLI,está leyendo.,lunta'palli,False
P01368,La besó.,MUSHA'LLI,la besó.,musha'lli,False
P01369,Luce pálido.,SHAPI'TEK NUKA'A,luce pálido.,shapi'tek nuka'a,False
P01370,¡Me pellizcó!,¡SEK'TEK'LLIU!,¡me pellizcó!,¡sek'tek'lliu!,False
P01371,Camina rápido.,WIU'SU' DEKUNTER',camina rápido.,wiu'su' dekunter',False
P01372,Quiere más.,A'PINTA' LUWANTULLI,quiere más.,a'pinta' luwantulli,False
P01373,Es abogado.,CHIMIDEKPI NUKA'A,es abogado.,chimidekpi nuka'a,False
P01374,Aquí viene.,ASEK UK'APILELLI,aquí viene.,asek uk'apilelli,False
P01375,Abrazame fuertemente.,WIPERI'U IKERSU',abrazame fuertemente.,wiperi'u ikersu',False
P01376,Espera allí.,WA'TENDER' NANEK,espera allí.,wa'tender' nanek,False
P01377,Sujétalo fuerte.,PILLI'TER' IKERSU',sujétalo fuerte.,pilli'ter' ikersu',True
P01378,¡Sujétalo!,¡PILLI'TER'!,¡sujétalo!,¡pilli'ter'!,False
P01379,¿Cómo estáis?,¿MA'PU'SIN?,¿cómo estáis?,¿ma'pu'sin?,False
P01380,¿Cuántos murieron?,¿ENPU'DUN CHIMIÑINA'?,¿cuántos murieron?,¿enpu'dun chimiñina'?,False
P01381,¡Qué emocionante!,¡EMBU'NIMUSHIPA'!,¡qué emocionante!,¡embu'nimushipa'!,False
P01382,"Apúrate, Tom.",WIUK'ER' TOM,"apúrate, tom.",wiuk'er' tom,False
P01383,Casi morí.,CHIMINWINEK,casi morí.,chiminwinek,False
P01384,Siempre camino.,NERPI'PU' DEKUNDAPALEK,siempre camino.,nerpi'pu' dekundapalek,False
P01385,Soy americano.,AMERICANO NUKA'KA,soy americano.,americano nuka'ka,False
P01386,Soy japonés.,JAPONES NUKA'KA,soy japonés.,japones nuka'ka,False
P01387,Estoy tosiendo.,CHINKU'PALEK,estoy tosiendo.,chinku'palek,False
P01388,Me indigna.,A'YIULLIU,me indigna.,a'yiulliu,False
P01389,Estoy estornudando.,A'SHUPALEK,estoy estornudando.,a'shupalek,False
P01390,Te creo.,LATEKLLIEN,te creo.,latekllien,True
P01391,Les creo.,LATEKDEKLEK,les creo.,latekdeklek,False
P01392,Los llamé.,PEKLU'DEKLEK,los llamé.,peklu'deklek,False
P01393,Puedo sentirlo.,YENNITULEK LAUK'AK,puedo sentirlo.,yennitulek lauk'ak,False
P01394,Puedo verte.,YENNITULEK LI'AN'SU',puedo verte.,yennitulek li'an'su',False
P01395,Yo contribuí.,KUA KATU'PATULEK,yo contribuí.,kua katu'patulek,False
P01396,No esperé.,WA'TENCHI'NEK,no esperé.,wa'tenchi'nek,False
P01397,No estudio.,KU'LA ÑINCHITAPI'NEK,no estudio.,ku'la ñinchitapi'nek,False
P01398,Yo exageré.,KUA A'NADALEK,yo exageré.,kua a'nadalek,False
P01399,Me dormí.,WICHI'LEK,me dormí.,wichi'lek,True
P01400,Te perdono.,MA'ICHIN'CHEN,te perdono.,ma'ichin'chen,False
P01401,Me casé.,SADALEK (hombre) / SUDALEK (mujer),me casé.,sadalek (hombre) / sudalek (mujer),True
P01402,Odio volar.,LUYULEK PENNU'AK,odio volar.,luyulek pennu'ak,True
P01403,Detesto volar.,LUYULEK PENNU'AK,detesto volar.,luyulek pennu'ak,True
P01404,Odio perder.,LUYULEK WER'AK,odio perder.,luyulek wer'ak,True
P01405,Detesto perder.,LUYULEK WER'AK,detesto perder.,luyulek wer'ak,True
P01406,Estoy resfriado.,ILUSU' ÑAPALEK,estoy resfriado.,ilusu' ñapalek,True
P01407,Estoy acatarrado.,ILUSU' ÑAPALEK,estoy acatarrado.,ilusu' ñapalek,True
P01408,He pecado.,APER'LEK,he pecado.,aper'lek,False
P01409,Escucho voces.,LAUK'APALEK LA'LA'LUSA',escucho voces.,lauk'apalek la'la'lusa',False
P01410,Te mentí.,TUMU'TULLIEN,te mentí.,tumu'tullien,False
P01411,Les mentí.,TUMU'TULEKLEK,les mentí.,tumu'tuleklek,False
P01412,Hice café.,WAYUSA' NU'TULEK,hice café.,wayusa' nu'tulek,False
P01413,Preparé cena.,KALUTULEK,preparé cena.,kalutulek,False
P01414,Necesito café.,WAYUSA' LUWANTULEK,necesito café.,wayusa' luwantulek,False
P01415,La rescaté.,KANANEK,la rescaté.,kananek,True
P01416,Lo rescaté.,KANANEK,lo rescaté.,kananek,True
P01417,Lo abofeteé.,PATENCHULEK,lo abofeteé.,patenchulek,False
P01418,Dormí mucho.,NAKUSU' WICHILEK,dormí mucho.,nakusu' wichilek,False
P01419,Quiero café.,LUWANTULEK WAYUSA',quiero café.,luwantulek wayusa',False
P01420,Quiero llorar.,YAWELLEKLEK,quiero llorar.,yawelleklek,False
P01421,Quiero morir.,YACHIMINEK,quiero morir.,yachiminek,False
P01422,Quiero comer.,YAWERANNEK,quiero comer.,yawerannek,False
P01423,Quiero intentarlo.,YATEKLERILEK,quiero intentarlo.,yateklerilek,False
P01424,Quiero ganar.,YAKANA'LEK,quiero ganar.,yakana'lek,False
P01425,Tuve cuidado.,INLU'UKTUWINEK,tuve cuidado.,inlu'uktuwinek,False
P01426,Estaba furioso.,YUPAWINEK,estaba furioso.,yupawinek,False
P01427,Estaba celoso.,APISADATUTEK ÑAPAWINEK,estaba celoso.,apisadatutek ñapawinek,False
P01428,Estaba atrapado.,PILLI'PI ÑAPAWINEK,estaba atrapado.,pilli'pi ñapawinek,False
P01429,Estaba desarmado.,ILLIAPALEK'INPU ÑAPAWINEK,estaba desarmado.,illiapalek'inpu ñapawinek,False
P01430,Escribo versos.,LINSERCHAPALEK LA'LA'LUSA',escribo versos.,linserchapalek la'la'lusa',False
P01431,Lo permitiré.,TA'ITULEKCHEK,lo permitiré.,ta'itulekchek,False
P01432,Estaré solo.,KUASA' ÑAPECHEK,estaré solo.,kuasa' ñapechek,False
P01433,Seré breve.,WIUKSU' ÑIN'CHEK,seré breve.,wiuksu' ñin'chek,False
P01434,Estaré ahí.,ÑAPECHEK NANEK,estaré ahí.,ñapechek nanek,False
P01435,Lo compraré.,MAPE'CHEK,lo compraré.,mape'chek,False
P01436,Lo llamaré.,PECLU'ECHEK,lo llamaré.,peclu'echek,False
P01437,Comeré aquí.,ASEK WERENCHEK,comeré aquí.,asek werenchek,False
P01438,Lo mataré.,DEI'TECHEK,lo mataré.,dei'techek,True
P01439,Le mataré.,DEI'TECHEK,le mataré.,dei'techek,True
P01440,Te mataré.,DEI'TECHEN,te mataré.,dei'techen,False
P01441,Lo demostraré.,ALLI'ECHEK,lo demostraré.,alli'echek,True
P01442,Te mostraré.,ALLI'ECHEN,te mostraré.,alli'echen,False
P01443,Le mostraré.,ALLI'ECHEK,le mostraré.,alli'echek,True
P01444,Lo llevaré.,EPA'ECHEK,lo llevaré.,epa'echek,False
P01445,Cogeré uno.,MAECHEK ALASA',cogeré uno.,maechek alasa',False
P01446,Lo miraré.,LLI'ECHEK,lo miraré.,lli'echek,False
P01447,Soy islandés.,ISLANDES NUKA'KA,soy islandés.,islandes nuka'ka,False
P01448,Soy estudiante.,KIRKA'ÑINCHITUTEK NUKA'KA,soy estudiante.,kirka'ñinchitutek nuka'ka,False
P01449,Soy maestro.,ALEKTUTEK NUKA'KA,soy maestro.,alektutek nuka'ka,False
P01450,Soy huérfano.,SUILA NUKA'KA,soy huérfano.,suila nuka'ka,False
P01451,Soy guapa.,MULUN NUKA'KA,soy guapa.,mulun nuka'ka,False
P01452,Estoy desesperado.,PERWATENDUSU' ÑAPALEK,estoy desesperado.,perwatendusu' ñapalek,False
P01453,Estoy agotado.,SAKA'TUSU' ÑAPALEK,estoy agotado.,saka'tusu' ñapalek,False
P01454,Soy olvidadizo.,PINANERCHEK'KU NUKAKA,soy olvidadizo.,pinanerchek'ku nukaka,False
P01455,Estoy horrorizado.,TEKUA'DANSU' ÑAPALEK,estoy horrorizado.,tekua'dansu' ñapalek,False
P01456,Estoy impaciente.,YENNICHINEK WA'TENTAK,estoy impaciente.,yennichinek wa'tentak,False
P01457,Soy importante.,LUWANTULLINER'KU,soy importante.,luwantulliner'ku,False
P01458,Estoy impresionada.,ÑAPALEK IMANANTUSU',estoy impresionada.,ñapalek imanantusu',False
P01459,Estoy escuchando.,LAUK'APALEK,estoy escuchando.,lauk'apalek,True
P01460,Te escucharé.,LAUK'ECHEN,te escucharé.,lauk'echen,False
P01461,Estoy satisfecho.,ÑAPALEK SAKEKSU',estoy satisfecho.,ñapalek sakeksu',False
P01462,Soy sensible.,MANENPITA' IKERCHULEK,soy sensible.,manenpita' ikerchulek,False
P01463,Tengo cerveza.,AÑAPALEK CERVEZA,tengo cerveza.,añapalek cerveza,False
P01464,¿Está mirando?,¿LLI'TAPALLI?,¿está mirando?,¿lli'tapalli?,False
P01465,¿Es doloroso?,¿IKERLI?,¿es doloroso?,¿ikerli?,False
P01466,¿Es popular?,¿LUWER'PIA'CHA?,¿es popular?,¿luwer'pia'cha?,False
P01467,¿Es privado?,¿SEKIPIA'CHA?,¿es privado?,¿sekipia'cha?,False
P01468,¿Está lloviendo?,¿ULANPALLINCHA?,¿está lloviendo?,¿ulanpallincha?,False
P01469,¿Es dulce?,¿KASER'LLINCHA?,¿es dulce?,¿kaser'llincha?,False
P01470,¿Hay más?,¿ÑAPALLI A'PINDA'?,¿hay más?,¿ñapalli a'pinda'?,False
P01471,Se quebró.,NUPEK'TULLI,se quebró.,nupek'tulli,False
P01472,Empeora.,NU'LA'LLI,empeora.,nu'la'lli,False
P01473,Había nevado.,PULUNKER' ÑAPAWIÑI,había nevado.,pulunker' ñapawiñi,False
P01474,Aquí duele.,ASEK IKERLLI,aquí duele.,asek ikerlli,False
P01475,Me enferma.,A'KALUWI'LIU,me enferma.,a'kaluwi'liu,False
P01476,Fue irónico.,SI'LEN ÑIWIÑI,fue irónico.,si'len ñiwiñi,False
P01477,No dolerá.,KU'LA IKERINCHU,no dolerá.,ku'la ikerinchu,False
P01478,No servirá.,KU'LA PA'CHINCHU,no servirá.,ku'la pa'chinchu,False
P01479,Funciona bien.,SAKA'TAPALLI MUSU',funciona bien.,saka'tapalli musu',False
P01480,Será fácil.,SAKA'DEKIMPU ÑICHU,será fácil.,saka'dekimpu ñichu,False
P01481,Es adorable.,U'CHIMUSHA NUKA'A,es adorable.,u'chimusha nuka'a,False
P01482,Son negocios.,UKU'LATAK NUKER'KA,son negocios.,uku'latak nuker'ka,False
P01483,Está desierto.,MANEN ÑI'ÑI,está desierto.,manen ñi'ñi,False
P01484,Es emocionante.,SAKEKNANSU' NUKA'A,es emocionante.,sakeknansu' nuka'a,False
P01485,Está mejorado.,TEKDIPERPI ÑAPALLI,está mejorado.,tekdiperpi ñapalli,False
P01486,Es obsoleto.,NAPI'DA' NUKA'A,es obsoleto.,napi'da' nuka'a,True
P01487,Está ocupado.,IPIA'LA YENNICHI'ÑI,está ocupado.,ipia'la yennichi'ñi,False
P01488,Está obsoleto.,ÑAPALLI NAPI'DA',está obsoleto.,ñapalli napi'da',False
P01489,Déjelo.,TA'ITULER',déjelo.,ta'ituler',True
P01490,Solo levántate.,KENMASA' YUNSANKER',solo levántate.,kenmasa' yunsanker',False
P01491,Aprende italiano.,ÑINCHITER' ITALIANU,aprende italiano.,ñinchiter' italianu,False
P01492,Déjelo aquí.,TA'ITULER' ASEK,déjelo aquí.,ta'ituler' asek,False
P01493,Déjale pasar.,TA'ITULER' NAKUI,déjale pasar.,ta'ituler' nakui,False
P01494,Déjame terminar.,TA'ITULA'U ATA'WANTAK,déjame terminar.,ta'itula'u ata'wantak,False
P01495,Déjame cogerlo.,TA'ITULA'U PILLI'TE'CHEK,déjame cogerlo.,ta'itula'u pilli'te'chek,False
P01496,Déjame verlo.,TA'ITULA'U LLI'ECHEK,déjame verlo.,ta'itula'u lli'echek,True
P01497,Déjame intentarlo.,TA'ITULA'U TEKLE'RICHEK,déjame intentarlo.,ta'itula'u tekle'richek,True
P01498,Déjame probarlo.,TA'ITULA'U TEKLE'RICHEK,déjame probarlo.,ta'itula'u tekle'richek,True
P01499,Preguntémosle.,LEK'KAWA',preguntémosle.,lek'kawa',False
P01500,Hagamos más.,A'PINTA' NU'TAWA',hagamos más.,a'pinta' nu'tawa',False
P01501,Hagamos eso.,NU'TAWA' NANA,hagamos eso.,nu'tawa' nana,False
P01502,Comamos fuera.,ADIPI KA'AWA',comamos fuera.,adipi ka'awa',False
P01503,Vámonos.,ENCHUKU' ,vámonos.,enchuku',False
P01504,Volvamos.,ADANTA'WA',volvamos.,adanta'wa',False
P01505,Vayamos abajo.,NUWANTA'WA',vayamos abajo.,nuwanta'wa',False
P01506,Mantengámoslo.,TUPI'WA',mantengámoslo.,tupi'wa',True
P01507,Prosigamos.,TUPI'WA',prosigamos.,tupi'wa',True
P01508,Avancemos.,PA'AWA' EKTER'LUPA',avancemos.,pa'awa' ekter'lupa',False
P01509,Abrámoslo.,EK'KER'CHAWA',abrámoslo.,ek'ker'chawa',False
P01510,Sigamos adelante.,TUPI'WA' EKTER'LUPA',sigamos adelante.,tupi'wa' ekter'lupa',False
P01511,Hazlo rápido.,WIUK'SU' NU'TER',hazlo rápido.,wiuk'su' nu'ter',False
P01512,Resume.,TUNKA'SU' NU'TER',resume.,tunka'su' nu'ter',False
P01513,¿Puedo verlo?,¿YENNITULEK LLI'AK?,¿puedo verlo?,¿yennitulek lli'ak?,False
P01514,Memoriza esto.,SEKDIPERKER' ASU' MUTU'PENKEK,memoriza esto.,sekdiperker' asu' mutu'penkek,False
P01515,Nadie llamó.,ÑIDEN PEK'KLU'CHI'ÑI,nadie llamó.,ñiden pek'klu'chi'ñi,False
P01516,¡Di algo!,¡TUKER' MA'NEN'UNTA'!,¡di algo!,¡tuker' ma'nen'unta'!,False
P01517,¡Digan algo!,¡TUKU' MA'NEN'UNTA'!,¡digan algo!,¡tuku' ma'nen'unta'!,False
P01518,Mándamelo.,A'UKTUWU,mándamelo.,a'uktuwu,False
P01519,¿Empiezo?,¿TENMIANSU'CHEK?,¿empiezo?,¿tenmiansu'chek?,False
P01520,¿Debo continuar?,¿TUPITE'CHEKPI'LA?,¿debo continuar?,¿tupite'chekpi'la?,False
P01521,Es francesa.,NUKA'A FRANCESA,es francesa.,nuka'a francesa,False
P01522,Sientate Tomás.,DUKER' CHUMA,sientate tomás.,duker' chuma,False
P01523,Habla claramente.,LUNKER' LACHEK'AK,habla claramente.,lunker' lachek'ak,True
P01524,Hable claramente.,LUNKER' LACHEK'AK,hable claramente.,lunker' lachek'ak,True
P01525,Hablen claramente.,LUNKU' LACHEK'AK,hablen claramente.,lunku' lachek'ak,False
P01526,Habla bajito.,TA'TULA'SHASU' LUNKER',habla bajito.,ta'tula'shasu' lunker',True
P01527,Habla calladito.,TA'TULA'SHASU' LUNKER',habla calladito.,ta'tula'shasu' lunker',True
P01528,Sé positivo.,INLLI'INUTER' MUSUK,sé positivo.,inlli'inuter' musuk,False
P01529,Sigue positivo.,MUSUK'I'LA LLI'INUPER',sigue positivo.,musuk'i'la lli'inuper',False
P01530,Mantenganse juntos.,MUMU'SU' ÑAPAKU',mantenganse juntos.,mumu'su' ñapaku',False
