pair_id,ESP,SHIWILU
P00869,De esta manera ahora están olvidando la lengua shiwilu.,Ipa'la nu'anna' ipa' Shiwilu la'la' pinaner'apilallina'.
P00870,"Yo soy viejo, tengo setenta años ya.","Nu'amudek i'na kua taserpiku' nuka'ka, kui’na kanchis shunka' ekkilalawantulek ipa'."
P00871,"Cuando tenia 12 años he escuchado lo que digo ahora, me ponía detrás de mi abuelita finada.","Shunka' katu' ekkilala a'ñamu nana lunpa'kasu' ipa'la lauktulek, kuanta' supinawantamu amiwekku'."
P00872,Hasta acá nomás les he contado la lucha de Malallina con los españoles.,Nanek waleksa' winterkenma' asu' Malallina idenma'su' Ispaña la'la'lusa'lek.
P00873,Ya me voy.,Pantetchek.
P00874,Les voy a contar otro poquito sobre los de habla española que llegaron cargados desde Moyobamba acá a Jeberos.,Enta' wintununterkenma' u'ñishata'la nana Ishpaña la'la' lunlusi'mi'na' pipekpi wekllina' Muyunpeklan asu' Shiwiluk.
P00875,"Los que vinieron a ver dijeron, los que hacían comprender, los que interpretaban (la lengua) dijeron:","Lli'kerenni'ma tullina'ka nawa', nana a'lachekta'su', lawer'a'su' tulli:"
P00876,“El palo de yuca es bueno para trabajar.,“ Asek ima u'chimu saka'takawek ketñala.
P00877,Hay que hacerles sembrar a estos indios.,A'teradek'awa' asu' kenma'lusa'.
P00878,"Vamos a mandarles a hacer chacra"", diciendo vinieron (a Jeberos).","Menmi a'nu'tudek'awa'"" tannima u'anna'."
P00879,"De ahí, dice, ha quedado este pasto que hasta ahora conocemos.",Naneklima llia'lli asu' wa'dan panpateklu' ipa'la walek luwetchapalekwa'.
P00880,"Cuentan que Apu’tek tenía plata, mientras que a Sekputchek lo trajeron para que supervise a los trabajadores.","Apu’tek ima kullikerwa'su', Sekputchek imi'na saka'tulusa' luwekta'su' nanakin kelli."
P00881,"Él era de España también, los dos mismos no hablaban la lengua shiwilu ni la lengua inka, pero entendían.","Ishpañakla nananta', katu'daper i'la Shiwilu la'la', Inka' la'la' lui'nta'ser, lachekllini'mi'na."
P00882,Sekputchek no era de buen corazón.,Nana Sekputchek ima nana mukankinpu'a'su'.
P00883,"En cambio Apu’tek no sabía aborrecer mucho, no era miserable.","Apu’tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'."
P00884,"Ese Sekputchek era bien miserable, no se conformaba con poquito.","Nana Sekputchek ima'ka nana aperku'tek ima, ñima luwanchi'ñi u'ñisha."
P00885,"No quería que (los shiwilu) se estiraran cuando trabajaban, hasta que se hacía bien tarde (los obligaban a trabajar), hasta que se hacía bien oscuro y el grillo (cantaba) ""chanchanchan"".","Yenchenterka'su' saka'tapanna', iñer er’werwalek ipa' kasiserapilek walek ipa' asu' inkella “chanchanchan”."
P00886,"Así dice, cuando no podían ver bien en la noche, ""Vamos a regresar"", decía (Sekputchek).","Tusik ima ipa' tulli ipa' mulli'chinpu'a'ser ""Enchuku' adanta'wa'"", tullima."
P00887,Bien poquito les daba de comer y les mandaba a sus casas.,"U'ñishima awerandeklli, a'panta'deklli pideknennek."
P00888,Las viejitas lloraban de hambre.,Amilusi'ma' willekllina' ukki'lanna'.
P00889,"A los muchachos, queriendo agarrar pejecitos con canasto, cuando se iban, se los comían las fieras.","Wilalusi'ma, ya'dandektanna', pa'anna', anaka'lli'na'."
P00890,"Viendo todas esas cosas, Malallina dijo “¿Esos dos hablantes de lengua española nos van a hacer todas esas cosas?","Nanadaper imaka lli'an Malallina tulli ""Asu' katu'ta' Ishpaña la'la' lunlusa' a'ta' kenmu'wa' utetchinerkenmu'wa'."
P00891,"¿Acaso desde antes, pues, ellos han venido a trabajar?",¿Napi'lanlek a'ta' na'wa' saka'tukellina'?.
P00892,"Nosotros antes desmotábamos el algodón, hilábamos, metíamos el hilo en el telar armándolo.","Kenmu'wei'na' napi' anantulekwa', pitetchulekwa', kala'tulekwa'."
P00893,"He hecho mi pampanilla, he hecho mi camisa, de mi tío finado su camisa he hecho”.","Kalantekwek nu'tulek, kutunwek nu'tulek, apetchawekku'kin kutunen nu'itulek”."
P00894,Así nomas han sido antes.,Nu'su'sa' ñillina' napi'.
P00895,Así lo que han dicho he oído cuando era muchacho y ahora les estoy contando.,"Ta'ser kuanta' wilaku ñamu lawektulek, ipa'la winta'pallenma'."
P00896,Ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,Enta' winterkenma' ma'pu'si'pa' kineklada’ llillin ñilli.
P00897,"Después de matar a Sekputchek, (los jeberinos) se han esparcido, se han aborrecido.","Nana Sekputchekkui'na di'tanna, inpasetllina', inluyullina'."
P00898,"Ahí, dice, se ha ido un viejo y ha dicho ""Vamos a ir al cerro"".","Nanek ima' pa'lli' ipa'linchi ala'sa' taserpima tulli ""Enchuku' pa'awa' mutupik""."
P00899,"Nosotros somos gente de cerro, nosotros no somos de aquí.","Kenmu'wa' mutupi muda', kenmu'wa' ñi asu'lupa'dei'npu'."
P00900,"Nuestros abuelos finados dijeron que los que aborrecían, los que nos aborrecían, diciendo se fueron.","Papinkumapu'wa'ku' tanni'ma nana luyurka'su', luyullinerkenmu'wa', tanni'ma pa'llina'."
P00901,Otros se vinieron a quedar (donde vive) el ave montete.,Ali'lima llia'kelli musenpitek.
P00902,"Otros se han quedado en el cerro. 11 Literalmente, “los nombres de adentro”.",Ali'lima llia'lli ma'i mutupik.
P00903,"Otros se han ido a quedar en un, este, pasto llamado Chota.","Ali'lima llia'kuñi ala'sa', ma'i, panpateklu' ima llillinen Chota."
P00904,Ahí se ha ido a quedar.,Nanek ima ñikuñi.
P00905,"Otros, dice, hay dos lomas que parecen una boca abierta.",Ali'limi'na katu'ta mutupi laweklatekkasu'pu'si'ma ñilli.
P00906,"Ellos han adoptado el nombre ""El de la boca abierta"".",Nawa'ler ima aku'llillillina' Laweklatek.
P00907,Ahí se fueron a vivir los Laulates12.,Nanek ima ñikuñi Laweklateklusa'.
P00908,"De ahí, cuando regresaron les preguntaron ""¿Dónde se han ido a vivir ustedes, yéndose al cerro?","Naneklima adencha'a'ser lekdekllina' “ ¿Enñupa' i'na kenmama' nanpikunama', pa'anma' mutupik?"
P00909,"En cambio yo (me fui a vivir) por los dos cerros que forman como una boca abierta"" dijo.",Kui’na laweklateklupa' tullima.
P00910,"Ese otro dijo ""Yo he sabido que en el cerro vive Llumallun"". 12 Laulate es un apellido muy común en Jeberos. Según este relato, su etimología se hallaría en el nombre Laweklatek “el de la boca abierta”. 13 Llumallun era viejita que vivia sola y era sabia.","Nana ali'lima tulli ""Kui’na ñinchitulek nana mutupik nanpipalli Llumallun13’”."
P00911,"Donde Llumallun hemos ido a vivir, así dijo el otro.","Llumallunkek ñikuñidek, tullima nana ali'la."
P00912,"Otro dijo “Yo soy Ave Montete14, (y otro) yo soy Maka”.","Ali'lima tulli ""Kui’na Musenpitek, kui’na Maka”."
P00913,"En base a eso, entonces, el cura le puso (el nombre) ""Ustedes son Maka"", Maka15 les pusieron.","Naneklima ipa'linchi pacherler aku'lli ""Kenmami'na Makanma'"", Maka aku'deklli."
P00914,Ustedes (los que viven) por (donde) Llumallun son Lomas.,Kenmami'na Llumallunku'lupa' Lomas.
P00915,Y ustedes que fueron a vivir a los dos cerros que forman como una boca abierta son Laulate.,Kenmami'na lawekklatekkek ñikunama' Laulate.
P00916,"Y ustedes los de la pampa Chota, ustedes son Chota.","Kenmami'na nana panpateklu' Chota, Chotanma'."
P00917,De allí dice se originaron los nombres shiwilu.,Naneklima asu' kineklada' llillin lli'tencha'lli.
P00918,Desde ese entonces estamos viviendo así.,Ipa'leklanlek nu'su' nanpipalekwa'.
P00919,"En cuanto a nuestro nombre de fuera, luego el cura, dice, ha llegado ""¿Cómo te llamas?"" (les preguntó) 14 Éste sería el origen del apellido Mozombite. 15 No se ofrece una posible etimología para el apellido Maca.","Adipida' llillinmapu'wei'na, dai'lek pacher' ima weklli ""¿Ma’llin a’cha?"""
P00920,"Yo soy tocayo, yo soy, este, Shapingo16.","Kui’na apulli'ku, kwina', ma'i, tananmuda'ku."
P00921,Así nomás dice tenían sus nombres.,Tula'si'ma llinlliwañina'.
P00922,Entonces el cura ha traído santitos chiquititos.,Nanek imi'na pacher kelli u'ñishala shanchushala.
P00923,"Allí, dice, a Manuel, Daniel, Policarpo, Pánfilo, después Francisco, después, este, Pancho, después había Fidel, los puso en fila.","Nanek ima Mañer, Dañer, Pullikariu ma'i Panfilo, nanek ima Ransisko, nanek ima asu', ma'i, asu' Pancho, nanek ima ñilli asu' Pidir aku'llima da'kanchineksu'."
P00924,A los niños varoncitos los llamó.,Wilalusa' enmu'pinenwawalusa' ima peklu'deklli.
P00925,“¿Cuál quieres que sea tu santo?” les preguntó.,“ ¿Enkasu' a’cha santupen luwantula ña'su'?” itullima.
P00926,"El muchacho, dice, fue, miró y escogió (un santito) agarrándolo.",Wileima panta'n lli'an pilli'tulli.
P00927,"""Este"", dijo.","""Asu'"", tullima."
P00928,"“¿Cómo lo vas a llamar?, Fidel"", dijo (el cura).","“ ¿Ma'itetchuncha?, Pidir"" tullima."
P00929,“Ahora tú”. Otro (niño) fue. Estuvo viendo y escogió (otro santito) agarrándolo.,“Kenmei'na”. Ali'la panta'lli. Lli'apallima pilli'tulli. 16 Shapingo significa sacharuna o espíritu de la selva.
P00930,“Este es Pablo”.,“ Asui'na Pablo”.
P00931,"Este, entonces, el que entendía (de santos), dijo, “Pablo”.","Asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, “Pulu”."
P00932,De allí le tocó el turno a otro.,Naneklima asu' ali'lima panta'lli.
P00933,"Este agarró a San Pedro. ""Ah, Pedro"".","Pilli'tulli asi'na San Pedro. ""Ah, Pideru""."
P00934,"Diciendo así, desde entonces, nosotros ahora estos nombres estamos llevando.","Tusu'si'ma, naneklima, kenmu'wa' ipa'la nana llillin ekpa'palekwa'."
P00935,"Ahora esta lengua española estamos hablando: Pablo, Pedro, Daniel, Carlos, Augusto.","Ipa'li'na asu' Ishpaña la'la' lunpatulekwa': Pablo, Pedro, Daniel, Carlos, Augusto."
P00936,Antes no. A Augusto le decían Akushupi.,Napi'i'na ma'sha Augusto itullina' Akushupi.
P00937,A Octavio le decían Ukchapi.,Octavio itullina' ukchapi.
P00938,Esa clase de nombres antes no hemos tenido.,Tusu'sa' llillinlusa' napi' a'ñiwinekwa'.
P00939,"Vayan acordándose de esa clase (de nombres) nos dicen ahora, ""gente civilizada"" dicen.","Lli'inutapaku' nu'sukla'nka kenmu'wa' ipa'la itullinerkenmu'wa', ""gente civilizada"" tullima."
P00940,"Así quizás somos, o no quizás. No creo yo.","La'i nu'lekweipa', ku'leipa'. Latekchi’lek kua."
P00941,Así nos han puesto.,Nana nu'su' aku'llinerkenmu'wa'.
P00942,Nuestros abuelos finados ellos han sido así.,Papinkumapu'wa'ku'lusa' nana nu'llina'.
P00943,Ahora nosotros conocemos los nombres.,Kenmu'wei'na ipa' ñinchillintekwa'.
P00944,"Ahora se escoge los nombres leyendo en papel, a veces.","Wadunek kerkek lli'amu llillinlusa', nerpi'pu'."
P00945,Nombres extranjeros han puesto sin saber hablar (la lengua).,Nerpi'la llillin aku'llina' ñinchiluinpu'la'pi'na'.
P00946,"Ahora ponen, este, Giovana, y otros nombres más.","Ipa’la aku’llina’, ma’i, Giovanna, ma’nen ilipa’."
P00947,"Antes les ponían María, Virginia, este, les ponían nombres de los santos antiguamente.","Napi' i'na Maria, Wirkiña aku'llina', ma'i, santu llillinlusa' aku'llina' napi'."
P00948,Ahora cualquier nombre ya les ponen.,Ipa'li'na ma'nen llillinlusi'pa' aku'llina'.
P00949,"Bufeo, todo tipo (de nombres) le ponen.","Sapana', dudinpu’ aku'llina'."
P00950,Ahora no se puede entender.,Ipa’la lacheknawi’ñina’.
P00951,No saben pronunciar.,Ninchipeklui'npu'la'pi'na'.
P00952,"Así oigo ahora en nuestro pueblo de Jeberos, no es como antes.","Nu'su' ipa'la lawektapalek asu' Shiwilumapu'wek, ñi napi'pu'su'."
P00953,"De verdad tomaban las manos de sus compadres, tomaban las manos de sus comadres y se las besaban, se arrodillaban y lloraban.","Tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'."
P00954,"Ahora ""¿Estás yendo compadre?"" diciendo pasan, sin mirarle la cara.","Ipa'li'na ""¿Pa'apilala, kunpá?"" tan nakutulli, lli'ladeinpu'la'pi'."
P00955,Así era antes.,Nu'su' ñiwiñi napi'.
