pair_id,texto_id,item_number,SHIWILU,ESP,quality_flag
T010_N194,10,194,"Ipa'la a'pinta' asunwekwañina', miduwañina', kerka' ñinchillintullina'. Nu’unta’ kulliker’wañi.","Ahora más tienen aretes, tienen collar, aprendieron a leer y escribir. Algunos tienen dinero.",ok
T010_N195,10,195,Amiku'lusa' lu’rnka'su'pi'la nana ipa' innitapallin ipa'la.,Lo que hablaron las abuelitas ya finadas se esta cumpliendo ahora.,ok
T010_N196,10,196,"Enta'n, nawa' kerka' ñinchilli'npu'la'pi'na'.","¡Imaginate, ellos sin saber leer!",fallback_last_line_as_spanish
T010_N197,10,197,"Da'ilek i'na, pi'tandulalusa' lli'anna', ""Lli'ker, ma’pu’n ipa’ asu’ tandula ulu’ ulu’tulli, nu’an pennu’lli.","Sin embargo, ellos viendo a los astros (decían) ""Miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).",ok
T010_N198,10,198,"Nani'na kenmu'wa' itapallinerkenmu'wa' ""U'su' pennu'chuma' kenmama'nta' enpi' uklli”, tullina' ima amiku'lusa'.","Eso a nosotros nos está diciendo ""Así van a volar ustedes también algún día"", cuentan que dijeron las abuelas ya finadas.",ok
T010_N199,10,199,Enpi' uklli pen ala'sa' wa'natek pennu'a'su' kenmama'nta' pa'achuma'.,Algún día en un fierro viejo que vuela ustedes también van a viajar.,ok
T010_N200,10,200,"Ali'la wa'natek tekka'a'su' nanek kenmanta', kenmama'nta' pa'achuma' kuda ipa' chimiansekudek”, tullina' amishala.","En otro fierro que corre también tú, ustedes van a viajar cuando nosotros perezcamos"", decían las abuelitas.",ok
T010_N201,10,201,"Nana nani'na itullina' ""Ma'pu'si'pa' insekluteñek Muyunpa inchilala yaekketchakwa' tullina'.","A eso dijeron ""¡Cuánto hemos sufrido para abrir el camino a Moyobamba!"" dijeron.",ok
T010_N202,10,202,"Ipa’la’ka luwetchudekllina' ali'la muda'lusa', luwetchudekñina' nerpi'la lunlusa'.","Ahora conocemos a otras gentes, conocemos a los que hablan otra lengua.",ok
T010_N203,10,203,"Nu’unti’ma aper’kulli. Yalun’i’ñi uncha'n Muyunpakla ma'pu'si'pa' lli'lli senñulalusa', ñima nanapinta' yalun’i’ñi, ta'tula'nna' pa'llina'.","Algunos mezquinaban. Volviendo de Moyobamba no querían contar cómo habían visto a las señoras, ni querian contar más, sin despedirse se iban.",ok
T010_N204,10,204,"Nanekla, ipa'li'na iñer inapu'su' pa'akwa' luwetllekwa'.","Desde entonces, ahora todos uno y otro lugar nos vamos a conocer.",ok
T010_N205,10,205,Ter'kasu'pi'la papinkuku'lusa' “Enpi' uklli kenmama' awapenma'lek pa'api'nchuma'.,Lo que han anunciado los abuelos ya finados “Algún día ustedes con sus madres ya no van a estar caminando.,ok
T010_N206,10,206,"¡Enñupa’ ñinanlu' ipa' pa'achuma'! Ali'la ñinanlu'lupa' pa'achuma', Muyunpalupa' a'pinta' pa'api'nchuma'.","¡A que ciudad quizá van a ir! A otra ciudad desconocida van a ir, a Moyobamba ya no van a ir más”.",ok
T010_N207,10,207,"Nanekla tulli ali'la papinku ""Asu' pa'apalusa' enpulila keretchuna' nana wa'nakla nu'ter'kasu' pennu'pilerpachi uk'etchu” tullini'ma.","De ahí dijo un viejo ""Estos que están viajando en algún momento van a traer lo que hacen de fierro, volando va a venir” dijeron.",ok
T010_N208,10,208,"Ipa'li'na ipa' lli'apalekwa'. Lli'apalekwa' ma'pu'si'lipa' nakupilalli ekkilalalusa', simana', duker, ekkilala.","Hoy estamos viendo. Estamos viendo todo lo que va aconteciendo años, semana, mes, año.",ok
T010_N209,10,209,Kenmu'wa' chimiansikwa' ma'ilipa' lli'tetchu tullini'ma napi'.,Cuando nosotros perezcamos qué cosas quizá aparecerán dijeron antes.,ok
T010_N210,10,210,"Muyunpak walek pa'anna', adencha'nna', indiuntunna' luñina'.","Se fueron hasta Moyobamba, regresaron, tuvieron reuniones y hablaron.",ok
T010_N211,10,211,"Nu'aterwa' kenmu'wa', utekkwa'pu'llinerkenmu'wa'"" tullima ala'sa' papinku.","Así vamos a ser nosotros, nos van a perjudicar” dijo un abuelo.",ok
T010_N212,10,212,"Nu'taminerkenmu'wa' nanadaper a'ka asu' kudanta' ñinchipa'tullidek wilakudek ñamudek, du'pa'dek'amudek.","Tratándonos así todas esas cosas nosotros hemos aprendido de otros cuando éramos niños, sentándonos muy cerca a su lado.",ok
T010_N213,10,213,Laukdekllidek lu’rnkasu' nana asu' Muyunpa inchilala nu'ter'kasu'.,Hemos escuchado lo que han hablado aquellos que hicieron el camino a Moyobamba.,ok
T010_N214,10,214,"Dudinpu' ñiwiñi nanek, ta'ser lauktulek.","Toda cosa había ahí, cuando han dicho he escuchado.",ok
T010_N215,10,215,Nanasa' lunek. Ipa'li'na kua yunsanpateku nellupa' pa'achek.,Sólo eso he hablado. Ahora me voy a levantar y me voy a ir por otra parte.,ok
T010_N216,10,216,¡Ma'allimi'na enpi' uklli llinserpi namasu' lunpa'kawa'su' ektu'nchinaa!,¡Ojalá alguna vez llegue escrito esto que estamos hablando!,ok
T010_N217,10,217,"Wilawek wilamapu'wa'lusa' lli'erkek, nawa'nta' luwetcherkek.",Para que mis hijos y los hijos de todos nosotros lo lean y que ellos también conozcan.,ok
T010_N218,10,218,Nu'sui'ma luñi taserpiku'lusa'.....,Así hablaron los antiguos….,ok
T010_N219,10,219,"Duker nerpi’pu' wellekllina', inpilli'iteklatanna', inmusha'iteklanna', nanadaper malek wellekllina'.","Meses a veces lloraban, tomándose de las manos, besándose las manos, por todas esas cosas lloraban.",ok
T010_N220,10,220,"Ta'ser lauktulek, asu' Muyunpa inchilala malek, nu'unta' taketllina'.","Lo que contaron he escuchado, que por causa del camino de Moyobamba algunos se terminaron.",ok
T010_N221,10,221,Nanek waleksa' winterkenma' asu' Muyunpaki.,"Hasta aquí nomás les voy a contar sobre Moyobamba. Jeberos, julio 2007",ok
T011_N001,11,1,"Ipa'la' winterkenma' ma'pu'si'pa’ napi’ Shawala kenma’ ñapanna’pi’la idenmalli'na' asu' nerñinalukla uklusa’lek, Kaschilla lunlusa’.","Ahora les voy a contar cómo quiza cuando vivían los antiguos indios Shawala pelearon contra los que vinieron de otro pueblo, los catellano- hablantes.",ok
T011_N002,11,2,Enta' winterkenma'. ¡Lawekku'!,Entonces les voy a contar. ¡Escuchen!,ok
T011_N003,11,3,"Napi' ima llikanetchudek'i'ñina', yutudekllini'ma, llipu'tudekllini'ma, er'washinchi walek a'saka'tudekllina'.","Dice que, antiguamente, (los españoles) los maltrataban, les reñían, los paleaban, los hacían trabajar hasta muy tarde.",ok
T011_N004,11,4,"Nana malek imi'na, ala'sa' shaya' llillinen itullina' Malallina,","Por eso dice, una mujer llamada Malallina9,",fallback_last_line_as_spanish
T011_N005,11,5,"Malallineima ñañashasa', ukllilek dekpilli'lek, uklulu' nu'ta'n, iñer pideknen a'muetchan,","Malallina solita, en el día y en la noche, elaboró su masato llenando toda su casa (con la bebida), 9 Malallina es la adaptación del nombre español Magdalena. En esta traducción hemos optado por mantener la forma shiwilu Malallina.",ok
T011_N006,11,6,nakupila'ser yasaka'tanna' nana Kaschilla lu'nsu'lek peklu'dek'an itudeklli:,y cuando (los Shawala) estaban pasando a trabajar con esos castellano-hablantes los llamó y les dijo:,ok
T011_N007,11,7,"""Yuyu'lusa', ¡da'kerku' u'ku!","""Señores, ¡vengan y pasen a beber!",ok
T011_N008,11,8,"A'urkenma' uklupidek, dinpunen a'urkenma'.","Les voy a dar de beber la chicha punta, su espuma les voy a dar de beber"".",ok
T011_N009,11,9,Itudek'an ima a'da'dekan ima itudeklli.,Diciéndoles así les ha hecho entrar y les dijo.,ok
T011_N010,11,10,“¡Enchuku' di'tawa' asu' katu'ta'!,¡Vamos a matarlos a estos dos10!,ok
T011_N011,11,11,"Kenmu'wa' wapu'mu'wa', ma'ki'na asu' katu'shadapersa'.","Nosotros somos bastantes, ellos son doscitos nomas.",fallback_last_line_as_spanish
T011_N012,11,12,"Tukaner'chi'ñinerkenmu'wa', llikaner'chi'ñinerkenmu'wa', ¿nana’cha mulli?","No se cansan de reñirnos, no dejan de pegarnos, ¿acaso eso es bueno?",ok
T011_N013,11,13,Musu' a’cha kankantulama' kenmama'.,¿Les gusta a eso a ustedes?,ok
T011_N014,11,14,¡Wanerku' enmu'pinenpu'su'!,!Pónganse de pie como varones! 10 Se refiere a las autoridades españolas conocidos como Apu’tek y Sekputchek. Léase el texto siguiente.,ok
T011_N015,11,15,"Ma'pu'si'na kua ku'aperku ñamu... Iñer itapallenma' wanerku', nu'su' waneretchuma', ma'ata'na.","Cómo yo siendo mujer (me rebelo), les estoy diciendo a todos párense, les pido a todos que se pongan de pie. Así se van a parar, ahí está.",ok
T011_N016,11,16,Unkuenñan pek kua'palli. ¡Llisanala nu'tu'ku'!,Ahí está echado un shungo (palo sangre). ¡Hagan mazos.,ok
T011_N017,11,17,Nana'lek llipu'mutu'tan dei'tawa' nana wa'dan!,Con eso vamos a golpear sus cabezas para matar a esos wiracochas!,ok
T011_N018,11,18,"–“ ¿Ma'ki'na nu'taterwa?"", tullima ala'sa' taserpi.","-""¿Por qué vamos a matarlos?"", dijo un viejo.",ok
T011_N019,11,19,"-""!Ma'sha, ta'tuler kenma! Kenmeipa' luwantula llikanerchapinpu'erkensu'","- “¡No, cállate tú! Quizás tú quieres que te sigan maltratando.",ok
T011_N020,11,20,"Nanipa' luwantula' yalli'apalinpa' sadanpen, teklapinpen, erkunpenlusa' llipu'taperkasu'”.","Tal vez querrás estar viendo que a tu esposa, a tu hija, a tus hijos varones los estén azotando”.",ok
T011_N021,11,21,"""Nu'awa' nu'pachi tanni'ma llisanala nu'tanna'.","""Así vamos a hacer entonces”, dijeron haciendo mazo.",ok
T011_N022,11,22,Ma'i silutulusa' dunkerllina'.,Buscaron a los yupaneros.,ok
T011_N023,11,23,Tuntunwanta'ser silututa'ser inkapetllina' Apu'tekku' unkunanñik'inchi.,"Cuando tenían todos sus tambores, cuando yupaneaban se encontraron en la misma puerta de Apu’tek.",ok
T011_N024,11,24,Lli'an ima Apu’tekku' enpu'nipa' yupilerkasu'tekka'lli insekkitulli wicha'pek.,Viendo Apu’tek que estaban bien enojados corrió y se escondió en su dormitorio.,ok
T011_N025,11,25,Nana Malallinalek ñapalusi'mi'na danker'kuñina' kani'ñina' Sekputcheksa'.,Los del grupo del Malallina entraron y encontraron solamente a Sekputchek.,ok
T011_N026,11,26,Kananna' nanasa' llikantullina' dei'tullina'.,"Encontrándole, a él nomás lo revolcaron golpéandolo y lo mataron.",ok
T011_N027,11,27,Nu'anna' yunsu'llina' yadunkeranna'.,Entonces salieron a buscarlo (a Apu’tek).,fallback_last_line_as_spanish
T011_N028,11,28,"Lli'llini'ma tekka'pilasik Panpadeklupa', tupitullina' ñi kasek'i'ñina'.","Lo vieron corriendo hacia el Pampayacu, lo siguieron pero no lo alcanzaron.",ok
T011_N029,11,29,"Adanda'nni'ma, nana katu'pa'chinpu'lusa' itudeklli ""¡Enchuku' di'tudekawa' asu' katu'pa'chinpu'lusa'!","Regresando, a los que no apoyaron la rebelión les dijeron “¡Vamos a matarlos a esos que no se han adherido"".",ok
T011_N030,11,30,¡Ma'ki'na tek kualu'lusa' ta'wanchi!”,¡Que los cobardes se terminen!,ok
T011_N031,11,31,¡Nantapiteklusa'sa' nanpii” tan ima asu' Chilenllupa' nanpilusa' lliketchuduwidillekllina'.,¡Que vivan puros fuerzudos!” diciendo a los que viven por el Barrio Bajo casi los han exterminado.,ok
T011_N032,11,32,"Nanek ima chi'yek'erkasu' tekka'erkasu' ima, pa'llima mutupilupa' yananpinna', nanpikuñina'.","Entonces los que se escaparon, los que se corrieron, dice, se fueron a vivir por los cerros, se fueron a vivir.",ok
T011_N033,11,33,"Katu'shunka' alei'teklun ekkilala ñisik ima, nana wa'anku’lusa' Malallinalek lu’rnkasu' nawei'ma ipa' chimia'ser adankenñunta'llina'.",Veinticinco años pasaron y cuando las autoridades que habían hablado con Malallina murieron volvieron (a Jeberos).,ok
T011_N034,11,34,"Adencha'n ima wa'an lekllina' -""Adanpilencha'llidek kuda, ¿luwandetchuma' a’cha?"" Regresando le pidieron al gobernante -""Nosotros estamos volviendo,",¿nos van a querer?”,ok
T011_N035,11,35,"-""Wencha'ku', ñinnanlu'penma' nuka'a.","-""Vengan, su pueblo es.",fallback_last_line_as_spanish
T011_N036,11,36,Ipa’ Malallina chimiñi. Nana asu' luyuta'su'.,Ya Malalina ha muerto. Ella era la que sentía rencor.,ok
T011_N037,11,37,"Ipa'li'na' kenmu'wa', ipa' asu' ñinanlu' katu'ta' ñillin: Chilen, Winen.","Ahora nosotros, ahora este pueblo se ha dividido en dos: Barrio Bajo y Barrio Alto.",ok
T011_N038,11,38,"Nu'su' ipa'la ñaterwa', ñi kenmu'wa' ipa'la chu'kenapi'nterwa' iñer ñinanlu'.","Ahora vamos a vivir así, ahora ya no vamos a pandillar todo el pueblo.",ok
T011_N039,11,39,"Ñinanlu'mapu'wa', Chilenkek ña'su', Chilenllupa' chu'kenetchu; Winenllupa' ña'su', Winenllupa’”, tanni'ma.","Nuestro pueblo, los que viven en el Barrio Bajo, van a pandillar por el Barrio Bajo; los que viven por el Barrio Alto, por el Barrio Alto"", dijeron.",ok
T011_N040,11,40,"Ninanlu' aku'llina' wala'wan ikiñek ñinanlu'. Wala'wan Chilenki, wala'wan Winenki.",El pueblo puso policías en el medio del pueblo. Policía para el Barrio Bajo y policía para el Barrio Alto.,ok
T011_N041,11,41,Nu'si'ma nanpillina' enpu'dun ekkilalei'pa'.,Así vivieron cuántos años quizás.,ok
T011_N042,11,42,Ipa'leklanlek a'metchala nu'unta' Chilenñusa' yullina' Winenllusa' pa'a'ser nanalupa'.,"Desde entonces en adelante, poco a poco algunos barriobajinos se rabian cuando los barrioaltinos van por ahí.",ok
T011_N043,11,43,"Chillenllusa' pa'a'ser Winenllupa', Winellun Winenpenllusa'nta' yullina'.","Cuando los barriobajinos van por el Barrio Alto, las mujeres y los hombres del Barrio Alto se rabian.",ok
T011_N044,11,44,"""Ma'ki'na asu' Chilen nu'lli? ¿Kenmu'wa'ta’ nanalupa' pa'apalekwa'?"", tanna' yullina'.","“¿Por qué estos del Barrio Bajo son asi? ¿Acaso nosotros nos vamos por ahi (por donde ellos)?”, diciendo se rabian.",ok
T011_N045,11,45,Inluyupallina'pi'la ipa'la walek.,Se desprecian hasta la actualidad.,ok
T011_N046,11,46,"Ñi idenmapi'ñina', ñi'na musu' intantennapi'ñidek kuda.","No se están peleando, aunque no nos queremos mucho.",ok
T011_N047,11,47,"kuanta' nu'apalek i'la. Chilenllusa' enpu'ninchi, enpu'ninchi ni luyuinpu'winek, ñi'na yaluntudek'i'nek.","Yo también soy así mismo. A los barriobajinos no los aborrezco mucho, pero tampoco quiero conversarles.",ok
T011_N048,11,48,Nu'su' nanpillina' napi'.,Así han vivido antes.,ok
T011_N049,11,49,"Malallina nana nu'su' aku'llundek,","Malallina es la que nos ha puesto así,",ok
T011_N050,11,50,"Malallina nana nu'su' a'kankantullundek,","Malallina es la que nos ha hecho reflexionar,",fallback_last_line_as_spanish
T011_N051,11,51,Malallina nu'su' a'lli'tullundek.,Malallina es la que nos ha hecho darnos cuenta.,ok
T011_N052,11,52,Nana Malallinapu'wa'su' ñillin iñer enmu'pinen.,Todos los hombres deberían ser como Malallina.,ok
T011_N053,11,53,"“Nana asu' Ishpaña la'la'lunlusa' lliketchudeknanta'ser”,","“Hubiéramos extinguido a todos los de habla española”,",ok
T011_N054,11,54,"itullina' ali'la'la'leklan, asu' Kaschilla.",así les dicen en otro idioma al castellano.,ok
T011_N055,11,55,"“Nawa' asu' a'lekllinerkenmu'wa' tumu'akawek, apetchakawek, di'akawek, nanadaper ima'ka.","“Ellos nos han enseñado a mentir, a robar, a matar, todas esas cosas.",fallback_last_line_as_spanish
T011_N056,11,56,A'lliyanantulekwa' kenmu'wa' kankanmapu'wek”,Nos han hecho quedar a nosotros malos en nuestro corazón”,ok
T011_N057,11,57,"tullina' napi' papinkuku'lusa', amiku'lusa', ikineklli walek uwenna'.","así han dicho antes los abuelos, las abuelas, tomando hasta la medianoche.",ok
T011_N058,11,58,"Du'anna' adipi, uklulunenna' uwanna'pu'su', tusu' tullina', tandulalusa' lli'anna', pi’tandula lli’anna’.","Sentados afuera, como tomando su masato, así decían, mirando las estrellas, mirando los astros.",ok
T011_N059,11,59,"Pi'tandulaler ima pata'kankañi asu' Malallina, tullina'nta'.","Dice que el astro le había tocado el corazón a Malallina, decían algunos.",ok
T011_N060,11,60,"Nu'su' ali'ladaper llipetchullina',",Así a otros recriminan.,fallback_last_line_as_spanish
T011_N061,11,61,“ ¿Ma'ki'nta' asu' Muyunpa inchilala ekketchullina'?,“¿Por qué pues han abierto ese camino a Moyobamaba?,ok
T011_N062,11,62,Nanalupa' uk'anna' asu' utapakellinerkenmu'wa'”.,Viniendo por ahí nos están viniendo a hacer esto.,ok
T011_N063,11,63,"Usha'wallina' nana inchilala ekketchulusa'"" tullini'ma' nu'unta'.","Ellos tienen la culpa, los que han abierto ese camino"" han dicho algunos.",ok
T011_N064,11,64,"Nu'su' ñapilaterwa' enta' ipa'la, nermuda'lusi'pa' danker'kuñina' Shiwiluk.","Así vamos a estar viviendo pues ahora, otras gentes han entrado en Jeberos.",ok
T011_N065,11,65,Nawa' ipa'la asu' Kaschilla la'la' a'lek’apallinerkudek.,Ellos ahora nos estan enseñando el castellano.,ok
T011_N066,11,66,Asu' a'lektupideklusek ñinchitupideklusek nana Kaschillasa’ luñina’.,En la escuela primaria y secundaria soló hablan puro castellano.,ok
T011_N067,11,67,Ipa'la nu'anna' ipa' Shiwilu la'la' pinaner'apilallina'.,De esta manera ahora están olvidando la lengua shiwilu.,ok
T011_N068,11,68,"Nu'amudek i'na kua taserpiku' nuka'ka, kui’na kanchis shunka' ekkilalawantulek ipa'.","Yo soy viejo, tengo setenta años ya.",ok
T011_N069,11,69,"Shunka' katu' ekkilala a'ñamu nana lunpa'kasu' ipa'la lauktulek, kuanta' supinawantamu amiwekku'.","Cuando tenia 12 años he escuchado lo que digo ahora, me ponía detrás de mi abuelita finada.",ok
T011_N070,11,70,Nanek waleksa' winterkenma' asu' Malallina idenma'su' Ispaña la'la'lusa'lek.,Hasta acá nomás les he contado la lucha de Malallina con los españoles.,ok
T011_N071,11,71,Pantetchek.,Ya me voy.,ok
T012_N001,12,1,Enta' wintununterkenma' u'ñishata'la nana Ishpaña la'la' lunlusi'mi'na' pipekpi wekllina' Muyunpeklan asu' Shiwiluk.,Les voy a contar otro poquito sobre los de habla española que llegaron cargados desde Moyobamba acá a Jeberos.,ok
T012_N002,12,2,"Lli'kerenni'ma tullina'ka nawa', nana a'lachekta'su', lawer'a'su' tulli:","Los que vinieron a ver dijeron, los que hacían comprender, los que interpretaban (la lengua) dijeron:",ok
T012_N003,12,3,“ Asek ima u'chimu saka'takawek ketñala.,“El palo de yuca es bueno para trabajar.,ok
T012_N004,12,4,A'teradek'awa' asu' kenma'lusa'.,Hay que hacerles sembrar a estos indios.,ok
T012_N005,12,5,"Menmi a'nu'tudek'awa'"" tannima u'anna'.","Vamos a mandarles a hacer chacra"", diciendo vinieron (a Jeberos).",fallback_last_line_as_spanish
T012_N006,12,6,Naneklima llia'lli asu' wa'dan panpateklu' ipa'la walek luwetchapalekwa'.,"De ahí, dice, ha quedado este pasto que hasta ahora conocemos.",ok
T012_N007,12,7,"Apu’tek ima kullikerwa'su', Sekputchek imi'na saka'tulusa' luwekta'su' nanakin kelli.","Cuentan que Apu’tek tenía plata, mientras que a Sekputchek lo trajeron para que supervise a los trabajadores.",ok
T012_N008,12,8,"Ishpañakla nananta', katu'daper i'la Shiwilu la'la', Inka' la'la' lui'nta'ser, lachekllini'mi'na.","Él era de España también, los dos mismos no hablaban la lengua shiwilu ni la lengua inka, pero entendían.",ok
T012_N009,12,9,Nana Sekputchek ima nana mukankinpu'a'su'.,Sekputchek no era de buen corazón.,ok
T012_N010,12,10,"Apu’tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'.","En cambio Apu’tek no sabía aborrecer mucho, no era miserable.",ok
T012_N011,12,11,"Nana Sekputchek ima'ka nana aperku'tek ima, ñima luwanchi'ñi u'ñisha.","Ese Sekputchek era bien miserable, no se conformaba con poquito.",ok
T012_N012,12,12,"Yenchenterka'su' saka'tapanna', iñer er’werwalek ipa' kasiserapilek walek ipa' asu' inkella “chanchanchan”.","No quería que (los shiwilu) se estiraran cuando trabajaban, hasta que se hacía bien tarde (los obligaban a trabajar), hasta que se hacía bien oscuro y el grillo (cantaba) ""chanchanchan"".",ok
T012_N013,12,13,"Tusik ima ipa' tulli ipa' mulli'chinpu'a'ser ""Enchuku' adanta'wa'"", tullima.","Así dice, cuando no podían ver bien en la noche, ""Vamos a regresar"", decía (Sekputchek).",ok
T012_N014,12,14,"U'ñishima awerandeklli, a'panta'deklli pideknennek.",Bien poquito les daba de comer y les mandaba a sus casas.,ok
T012_N015,12,15,Amilusi'ma' willekllina' ukki'lanna'.,Las viejitas lloraban de hambre.,ok
T012_N016,12,16,"Wilalusi'ma, ya'dandektanna', pa'anna', anaka'lli'na'.","A los muchachos, queriendo agarrar pejecitos con canasto, cuando se iban, se los comían las fieras.",ok
T012_N017,12,17,"Nanadaper imaka lli'an Malallina tulli ""Asu' katu'ta' Ishpaña la'la' lunlusa' a'ta' kenmu'wa' utetchinerkenmu'wa'.","Viendo todas esas cosas, Malallina dijo “¿Esos dos hablantes de lengua española nos van a hacer todas esas cosas?",ok
T012_N018,12,18,¿Napi'lanlek a'ta' na'wa' saka'tukellina'?.,"¿Acaso desde antes, pues, ellos han venido a trabajar?",ok
T012_N019,12,19,"Kenmu'wei'na' napi' anantulekwa', pitetchulekwa', kala'tulekwa'.","Nosotros antes desmotábamos el algodón, hilábamos, metíamos el hilo en el telar armándolo.",ok
T012_N020,12,20,"Kalantekwek nu'tulek, kutunwek nu'tulek, apetchawekku'kin kutunen nu'itulek”.","He hecho mi pampanilla, he hecho mi camisa, de mi tío finado su camisa he hecho”.",ok
T012_N021,12,21,Nu'su'sa' ñillina' napi'.,Así nomas han sido antes.,ok
T012_N022,12,22,"Ta'ser kuanta' wilaku ñamu lawektulek, ipa'la winta'pallenma'.",Así lo que han dicho he oído cuando era muchacho y ahora les estoy contando.,ok
T013_N001,13,1,Enta' winterkenma' ma'pu'si'pa' kineklada’ llillin ñilli.,Ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,ok
T013_N002,13,2,"Nana Sekputchekkui'na di'tanna, inpasetllina', inluyullina'.","Después de matar a Sekputchek, (los jeberinos) se han esparcido, se han aborrecido.",ok
T013_N003,13,3,"Nanek ima' pa'lli' ipa'linchi ala'sa' taserpima tulli ""Enchuku' pa'awa' mutupik"".","Ahí, dice, se ha ido un viejo y ha dicho ""Vamos a ir al cerro"".",ok
T013_N004,13,4,"Kenmu'wa' mutupi muda', kenmu'wa' ñi asu'lupa'dei'npu'.","Nosotros somos gente de cerro, nosotros no somos de aquí.",ok
T013_N005,13,5,"Papinkumapu'wa'ku' tanni'ma nana luyurka'su', luyullinerkenmu'wa', tanni'ma pa'llina'.","Nuestros abuelos finados dijeron que los que aborrecían, los que nos aborrecían, diciendo se fueron.",ok
T013_N006,13,6,Ali'lima llia'kelli musenpitek.,Otros se vinieron a quedar (donde vive) el ave montete.,ok
T013_N007,13,7,Ali'lima llia'lli ma'i mutupik.,"Otros se han quedado en el cerro. 11 Literalmente, “los nombres de adentro”.",ok
T013_N008,13,8,"Ali'lima llia'kuñi ala'sa', ma'i, panpateklu' ima llillinen Chota.","Otros se han ido a quedar en un, este, pasto llamado Chota.",ok
T013_N009,13,9,Nanek ima ñikuñi.,Ahí se ha ido a quedar.,ok
T013_N010,13,10,Ali'limi'na katu'ta mutupi laweklatekkasu'pu'si'ma ñilli.,"Otros, dice, hay dos lomas que parecen una boca abierta.",ok
T013_N011,13,11,Nawa'ler ima aku'llillillina' Laweklatek.,"Ellos han adoptado el nombre ""El de la boca abierta"".",ok
T013_N012,13,12,Nanek ima ñikuñi Laweklateklusa'.,Ahí se fueron a vivir los Laulates12.,ok
T013_N013,13,13,"Naneklima adencha'a'ser lekdekllina' “ ¿Enñupa' i'na kenmama' nanpikunama', pa'anma' mutupik?","De ahí, cuando regresaron les preguntaron ""¿Dónde se han ido a vivir ustedes, yéndose al cerro?",ok
T013_N014,13,14,Kui’na laweklateklupa' tullima.,"En cambio yo (me fui a vivir) por los dos cerros que forman como una boca abierta"" dijo.",ok
T013_N015,13,15,"Nana ali'lima tulli ""Kui’na ñinchitulek nana mutupik nanpipalli Llumallun13’”.","Ese otro dijo ""Yo he sabido que en el cerro vive Llumallun"". 12 Laulate es un apellido muy común en Jeberos. Según este relato, su etimología se hallaría en el nombre Laweklatek “el de la boca abierta”. 13 Llumallun era viejita que vivia sola y era sabia.",ok
T013_N016,13,16,"Llumallunkek ñikuñidek, tullima nana ali'la.","Donde Llumallun hemos ido a vivir, así dijo el otro.",fallback_last_line_as_spanish
T013_N017,13,17,"Ali'lima tulli ""Kui’na Musenpitek, kui’na Maka”.","Otro dijo “Yo soy Ave Montete14, (y otro) yo soy Maka”.",ok
T013_N018,13,18,"Naneklima ipa'linchi pacherler aku'lli ""Kenmami'na Makanma'"", Maka aku'deklli.","En base a eso, entonces, el cura le puso (el nombre) ""Ustedes son Maka"", Maka15 les pusieron.",ok
T013_N019,13,19,Kenmami'na Llumallunku'lupa' Lomas.,Ustedes (los que viven) por (donde) Llumallun son Lomas.,ok
T013_N020,13,20,Kenmami'na lawekklatekkek ñikunama' Laulate.,Y ustedes que fueron a vivir a los dos cerros que forman como una boca abierta son Laulate.,ok
T013_N021,13,21,"Kenmami'na nana panpateklu' Chota, Chotanma'.","Y ustedes los de la pampa Chota, ustedes son Chota.",ok
T013_N022,13,22,Naneklima asu' kineklada' llillin lli'tencha'lli.,De allí dice se originaron los nombres shiwilu.,ok
T013_N023,13,23,Ipa'leklanlek nu'su' nanpipalekwa'.,Desde ese entonces estamos viviendo así.,ok
T013_N024,13,24,"Adipida' llillinmapu'wei'na, dai'lek pacher' ima weklli ""¿Ma’llin a’cha?""","En cuanto a nuestro nombre de fuera, luego el cura, dice, ha llegado ""¿Cómo te llamas?"" (les preguntó) 14 Éste sería el origen del apellido Mozombite. 15 No se ofrece una posible etimología para el apellido Maca.",ok
T013_N025,13,25,"Kui’na apulli'ku, kwina', ma'i, tananmuda'ku.","Yo soy tocayo, yo soy, este, Shapingo16.",fallback_last_line_as_spanish
T013_N026,13,26,Tula'si'ma llinlliwañina'.,Así nomás dice tenían sus nombres.,ok
T013_N027,13,27,Nanek imi'na pacher kelli u'ñishala shanchushala.,Entonces el cura ha traído santitos chiquititos.,ok
T013_N028,13,28,"Nanek ima Mañer, Dañer, Pullikariu ma'i Panfilo, nanek ima Ransisko, nanek ima asu', ma'i, asu' Pancho, nanek ima ñilli asu' Pidir aku'llima da'kanchineksu'.","Allí, dice, a Manuel, Daniel, Policarpo, Pánfilo, después Francisco, después, este, Pancho, después había Fidel, los puso en fila.",ok
T013_N029,13,29,Wilalusa' enmu'pinenwawalusa' ima peklu'deklli.,A los niños varoncitos los llamó.,ok
T013_N030,13,30,“ ¿Enkasu' a’cha santupen luwantula ña'su'?” itullima.,“¿Cuál quieres que sea tu santo?” les preguntó.,ok
T013_N031,13,31,Wileima panta'n lli'an pilli'tulli.,"El muchacho, dice, fue, miró y escogió (un santito) agarrándolo.",ok
T013_N032,13,32,"""Asu'"", tullima.","""Este"", dijo.",fallback_last_line_as_spanish
