source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U00187,adencha'lek,adencha'u',lek,u',he vuelto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02009,adencha'lek,adencha'a',lek,a',volví.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02009,adencha'lek,adencha'ek,lek,ek,volví.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02009,adencha'lek,adencha'u',lek,u',volví.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01729,utrinwanpalek,utrinwanpaa',lek,a',tengo hermanas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01729,utrinwanpalek,utrinwanpaek,lek,ek,tengo hermanas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01729,utrinwanpalek,utrinwanpau',lek,u',tengo hermanas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01067,panwilekchi'nek,panwilekchi'na',ek,a',no pagué.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01067,panwilekchi'nek,panwilekchi'nu',ek,u',no pagué.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01067,panwilekchi'nek,panwilekchi'nna',ek,na',no pagué.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01765,yute'chek,yute'cha',ek,a',lo regañaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01765,yute'chek,yute'chu',ek,u',lo regañaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01765,yute'chek,yute'chna',ek,na',lo regañaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01766,yute'chek,yute'cha',ek,a',le reñiré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01766,yute'chek,yute'chu',ek,u',le reñiré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01766,yute'chek,yute'chna',ek,na',le reñiré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00163,musu'nakuku',musu'nakuka',u',a',pásenla bien.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00163,musu'nakuku',musu'nakukek,u',ek,pásenla bien.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00163,musu'nakuku',musu'nakukna',u',na',pásenla bien.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01541,lamapu'llina',lamapu'lla',ina',a',gritaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01541,lamapu'llina',lamapu'llek,ina',ek,gritaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01541,lamapu'llina',lamapu'llu',ina',u',gritaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02017,yada'lek,yada'a',lek,a',necesito entrar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02017,yada'lek,yada'ek,lek,ek,necesito entrar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02017,yada'lek,yada'u',lek,u',necesito entrar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00898,latektullina',latektulla',ina',a',obedecieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00898,latektullina',latektullek,ina',ek,obedecieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00898,latektullina',latektullu',ina',u',obedecieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01504,adanta'wa',adanta'wek,a',ek,volvamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01504,adanta'wa',adanta'wu',a',u',volvamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01504,adanta'wa',adanta'wna',a',na',volvamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01780,lli'dek'lek,lli'dek'a',lek,a',los vi.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01780,lli'dek'lek,lli'dek'ek,lek,ek,los vi.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01780,lli'dek'lek,lli'dek'u',lek,u',los vi.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00603,inmusha'wa',inmusha'wek,a',ek,besémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00603,inmusha'wa',inmusha'wu',a',u',besémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00603,inmusha'wa',inmusha'wna',a',na',besémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00254,uklli,uka',lli,a',dia.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00254,uklli,ukek,lli,ek,dia.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00254,uklli,uku',lli,u',dia.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00684,sakeklekwa',sakeklekwek,a',ek,nos divertimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00684,sakeklekwa',sakeklekwu',a',u',nos divertimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00684,sakeklekwa',sakeklekwna',a',na',nos divertimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01499,lek'kawa',lek'kawek,a',ek,preguntémosle.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01499,lek'kawa',lek'kawu',a',u',preguntémosle.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01499,lek'kawa',lek'kawna',a',na',preguntémosle.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00167,mulusa',mulusek,a',ek,buenas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00167,mulusa',mulusu',a',u',buenas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00167,mulusa',mulusna',a',na',buenas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02034,lauk'tapawinek,lauk'tapawina',ek,a',estaba escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02034,lauk'tapawinek,lauk'tapawinu',ek,u',estaba escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02034,lauk'tapawinek,lauk'tapawinna',ek,na',estaba escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01095,inpalerichek,inpalericha',ek,a',me arriesgaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01095,inpalerichek,inpalerichu',ek,u',me arriesgaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01095,inpalerichek,inpalerichna',ek,na',me arriesgaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01561,welliek'apallidek,welliek'apallida',ek,a',estamos llorando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01561,welliek'apallidek,welliek'apallidu',ek,u',estamos llorando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
