original_index,ESP,SHIWILU,removal_reason
3065,¿Te sorprendiste?,,SHIWILU es NaN
3066,¡Qué coincidencia!,,SHIWILU es NaN
3067,¡Qué experiencia!,,SHIWILU es NaN
3068,¿Qué bebió?,,SHIWILU es NaN
3069,¿Qué querían?,,SHIWILU es NaN
3070,¿Qué derramaste?,,SHIWILU es NaN
3071,¿Qué robaste?,,SHIWILU es NaN
3072,¿Cuándo pasó?,,SHIWILU es NaN
3073,¿Cuándo empieza?,,SHIWILU es NaN
3074,¿Cuándo naciste?,,SHIWILU es NaN
3075,¿Cuándo empezará?,,SHIWILU es NaN
3076,¿Cuándo vendrás?,,SHIWILU es NaN
3077,¿Adónde vamos?,,SHIWILU es NaN
3078,¿Dónde buscaste?,,SHIWILU es NaN
3079,¿Dónde trabajabas?,,SHIWILU es NaN
3080,¿Dónde trabajaban?,,SHIWILU es NaN
3081,¿Dónde pago?,,SHIWILU es NaN
3082,¿Adónde vas?,,SHIWILU es NaN
3083,¿Lloverá hoy?,,SHIWILU es NaN
3084,Escríbeme algo.,,SHIWILU es NaN
3085,¡Eres imposible!,,SHIWILU es NaN
3086,Tomaste demasiado.,,SHIWILU es NaN
3087,Tomaron demasiado.,,SHIWILU es NaN
3088,Tomó demasiado.,,SHIWILU es NaN
3089,Me asustaste.,,SHIWILU es NaN
3090,Te acostumbras.,,SHIWILU es NaN
3091,Estás guapa.,,SHIWILU es NaN
3092,Pareces sorprendido.,,SHIWILU es NaN
3093,Pareces sorprendida.,,SHIWILU es NaN
3094,Necesitas arreglarlo.,,SHIWILU es NaN
3095,Deberías saberlo.,,SHIWILU es NaN
3096,Pareces aliviado.,,SHIWILU es NaN
3097,Te recuperarás.,,SHIWILU es NaN
3098,¡Lo lamentarás!,,SHIWILU es NaN
3099,Estás cooperando.,,SHIWILU es NaN
3100,Eres incompetente.,,SHIWILU es NaN
3101,Estás interfiriendo.,,SHIWILU es NaN
3102,Estás empapada.,,SHIWILU es NaN
3103,Tienes fiebre.,,SHIWILU es NaN
3104,¿Eres policía?,,SHIWILU es NaN
3105,¿Estás cómodo?,,SHIWILU es NaN
3106,¿Tienes vergüenza?,,SHIWILU es NaN
3107,¿Tienes Facebook?,,SHIWILU es NaN
3108,¿Sigues ahí?,,SHIWILU es NaN
3109,¿Sigues molesta?,,SHIWILU es NaN
3110,¿Podemos creérnoslo?,,SHIWILU es NaN
3111,Vuelvan mañana.,,SHIWILU es NaN
3112,"Acércate, Tom.",,SHIWILU es NaN
3113,Contáctame mañana.,,SHIWILU es NaN
3114,Pronto amanecerá.,,SHIWILU es NaN
3115,¿Entendieron?,,SHIWILU es NaN
3116,¿Soñaste?,,SHIWILU es NaN
3117,¿Dejaste propina?,,SHIWILU es NaN
3118,¿Notaste eso?,,SHIWILU es NaN
3119,¿Te bañaste?,,SHIWILU es NaN
3120,¿Bebes café?,,SHIWILU es NaN
3121,¿Tienes fiebre?,,SHIWILU es NaN
3122,¿Tienes casa?,,SHIWILU es NaN
3123,¿Tienes chicle?,,SHIWILU es NaN
3124,¿Ves algo?,,SHIWILU es NaN
3125,¿Hablas francés?,,SHIWILU es NaN
3126,¿Estudiás francés?,,SHIWILU es NaN
3127,¿Querés ensalada?,,SHIWILU es NaN
3128,¿Querés venir?,,SHIWILU es NaN
3129,¿Querés ayudar?,,SHIWILU es NaN
3130,¿Querés saber?,,SHIWILU es NaN
3131,¿Querés jugar?,,SHIWILU es NaN
3132,¿Querés leer?,,SHIWILU es NaN
3133,¿Quieres descansar?,,SHIWILU es NaN
3134,¿Querés hablar?,,SHIWILU es NaN
3135,¿Querés votar?,,SHIWILU es NaN
3136,¿Querés esperar?,,SHIWILU es NaN
3137,¿Usás anteojos?,,SHIWILU es NaN
3138,Todos aplaudieron.,,SHIWILU es NaN
3139,Oigan todos.,,SHIWILU es NaN
3140,Vístete rápido.,,SHIWILU es NaN
3141,"Púdrete, mamón.",,SHIWILU es NaN
3142,"Acostúmbrate, Tom.",,SHIWILU es NaN
3143,Devuélveselo.,,SHIWILU es NaN
3144,Estará ocupado.,,SHIWILU es NaN
3145,Sabe todo.,,SHIWILU es NaN
3146,Almorcé apresuradamente.,,SHIWILU es NaN
3147,Puedo intentarlo.,,SHIWILU es NaN
3148,Seguí trabajando.,,SHIWILU es NaN
3149,No almorcé.,,SHIWILU es NaN
3150,No entendí.,,SHIWILU es NaN
3151,Tengo mocos.,,SHIWILU es NaN
3152,Tengo apendicitis.,,SHIWILU es NaN
3153,Me encerré.,,SHIWILU es NaN
3154,Logré escapar.,,SHIWILU es NaN
3155,Conseguí entrar.,,SHIWILU es NaN
3156,Necesitaba ayuda.,,SHIWILU es NaN
3157,Almorcé rápido.,,SHIWILU es NaN
3158,Estudio matemáticas.,,SHIWILU es NaN
3159,Parece factible.,,SHIWILU es NaN
3160,Intenté salvarle.,,SHIWILU es NaN
3161,Intenté salvarte.,,SHIWILU es NaN
3162,Quiero disculparme.,,SHIWILU es NaN
3163,Quiero negociar.,,SHIWILU es NaN
3164,Quería verte.,,SHIWILU es NaN
3165,Quería verlos.,,SHIWILU es NaN
3166,Estaba desilusionado.,,SHIWILU es NaN
3167,Estaba relajándome.,,SHIWILU es NaN
3168,Me enfadaré.,,SHIWILU es NaN
3169,Esperaré fuera.,,SHIWILU es NaN
3170,Quiero verla.,,SHIWILU es NaN
3171,Lo superaré.,,SHIWILU es NaN
3172,Soy tenista.,,SHIWILU es NaN
3173,Me caso.,,SHIWILU es NaN
3174,Practico judo.,,SHIWILU es NaN
3175,Me suspendieron.,,SHIWILU es NaN
3176,¿Sigue lloviendo?,,SHIWILU es NaN
3177,Parece delicioso.,,SHIWILU es NaN
3178,Luce sabroso.,,SHIWILU es NaN
3179,Parece sospechoso.,,SHIWILU es NaN
3180,Ayer nevó.,,SHIWILU es NaN
3181,Me equivoqué.,,SHIWILU es NaN
3182,Nos equivocamos.,,SHIWILU es NaN
3183,Era confidencial.,,SHIWILU es NaN
3184,Fue estimulante.,,SHIWILU es NaN
3185,Fue imperdonable.,,SHIWILU es NaN
3186,Sería perfecto.,,SHIWILU es NaN
3187,Probablemente llueva.,,SHIWILU es NaN
3188,Mañana nevará.,,SHIWILU es NaN
3189,Déjalo allí.,,SHIWILU es NaN
3190,Hazlo lentamente.,,SHIWILU es NaN
3191,Sigue recto.,,SHIWILU es NaN
3192,Seamos optimistas.,,SHIWILU es NaN
3193,Hagámoslo breve.,,SHIWILU es NaN
3194,No exageremos.,,SHIWILU es NaN
3195,Estudiemos inglés.,,SHIWILU es NaN
3196,¡Intentemos algo!,,SHIWILU es NaN
3197,Permíteme intentarlo.,,SHIWILU es NaN
3198,¿Me acompañas?,,SHIWILU es NaN
3199,Nadie sobrevivirá.,,SHIWILU es NaN
3200,Ninguno sobrevivirá.,,SHIWILU es NaN
3201,Hazme caso.,,SHIWILU es NaN
3202,Préstame atención.,,SHIWILU es NaN
3203,Prestanos atención.,,SHIWILU es NaN
3204,Tócame Chopin.,,SHIWILU es NaN
3205,Ponte pijama.,,SHIWILU es NaN
3206,Recuerda todo.,,SHIWILU es NaN
3207,Mostrame otros.,,SHIWILU es NaN
3208,Alguien intervino.,,SHIWILU es NaN
3209,Falta algo.,,SHIWILU es NaN
3210,Observa esto.,,SHIWILU es NaN
3211,Fue inesperado.,,SHIWILU es NaN
3212,Habrá tres.,,SHIWILU es NaN
3213,Parecen sorprendidos.,,SHIWILU es NaN
3214,Menuda pesadilla.,,SHIWILU es NaN
3215,No matarás.,,SHIWILU es NaN
3216,Estamos almorzando.,,SHIWILU es NaN
3217,Queremos ayudarte.,,SHIWILU es NaN
3218,No peleábamos.,,SHIWILU es NaN
3219,Los derrotaremos.,,SHIWILU es NaN
3220,Nos enteraremos.,,SHIWILU es NaN
3221,Hablaremos arriba.,,SHIWILU es NaN
3222,Trabajaremos juntos.,,SHIWILU es NaN
3223,Trabajaremos mañana.,,SHIWILU es NaN
3224,Estamos cenando.,,SHIWILU es NaN
3225,Mañana abrimos.,,SHIWILU es NaN
3226,Tenemos algo.,,SHIWILU es NaN
3227,¿Qué hacen?,,SHIWILU es NaN
3228,¿Qué respondiste?,,SHIWILU es NaN
3229,¿Qué decidiste?,,SHIWILU es NaN
3230,¿Qué creés?,,SHIWILU es NaN
3231,¿Qué sugieres?,,SHIWILU es NaN
3232,¿Qué espera?,,SHIWILU es NaN
3233,¿Qué cocinamos?,,SHIWILU es NaN
3234,¿Qué hacías?,,SHIWILU es NaN
3235,¿Cuándo volviste?,,SHIWILU es NaN
3236,¿Cuándo llega?,,SHIWILU es NaN
3237,¿Cuándo empiezo?,,SHIWILU es NaN
3238,¿Cuándo llegaremos?,,SHIWILU es NaN
3239,¿Dónde pasó?,,SHIWILU es NaN
3240,¿Dónde estudiaste?,,SHIWILU es NaN
3241,¿Cenarás?,,SHIWILU es NaN
3242,¿Firmaría aquí?,,SHIWILU es NaN
3243,Me decepcionaste.,,SHIWILU es NaN
3244,Sabes todo.,,SHIWILU es NaN
3245,Saben todo.,,SHIWILU es NaN
3246,Conoces todo.,,SHIWILU es NaN
3247,Conoce todo.,,SHIWILU es NaN
3248,Conocen todo.,,SHIWILU es NaN
3249,Necesitas ayudarme.,,SHIWILU es NaN
3250,Deberías agradecerme.,,SHIWILU es NaN
3251,Serás ignorado.,,SHIWILU es NaN
3252,Casi aciertas.,,SHIWILU es NaN
3253,Eres desorganizado.,,SHIWILU es NaN
3254,Eres irresistible.,,SHIWILU es NaN
3255,Vas tarde.,,SHIWILU es NaN
3256,Estás detenido.,,SHIWILU es NaN
3257,Quedas detenido.,,SHIWILU es NaN
3258,Quedan detenidos.,,SHIWILU es NaN
3259,¿Estás comiendo?,,SHIWILU es NaN
3260,¿Podés creerlo?,,SHIWILU es NaN
3261,¿Podés aclararlo?,,SHIWILU es NaN
3262,¿Puedes despacharlo?,,SHIWILU es NaN
3263,¿Podés explicarlo?,,SHIWILU es NaN
3264,¿Podés imaginarlo?,,SHIWILU es NaN
3265,¿Comiste algo?,,SHIWILU es NaN
3266,¿Hablaste siquiera?,,SHIWILU es NaN
3267,¿Tengo permiso?,,SHIWILU es NaN
3268,¿Bebes alcohol?,,SHIWILU es NaN
3269,¿Oyes algo?,,SHIWILU es NaN
3270,¿Necesitas algo?,,SHIWILU es NaN
3271,¿Necesitás algo?,,SHIWILU es NaN
3272,¿Recuerdas esto?,,SHIWILU es NaN
3273,¿Hablas español?,,SHIWILU es NaN
3274,¿Hablas suajili?,,SHIWILU es NaN
3275,¿Estudias inglés?,,SHIWILU es NaN
3276,¿Querés bailar?,,SHIWILU es NaN
3277,¿Quieres hacerlo?,,SHIWILU es NaN
3278,¿Querés dormir?,,SHIWILU es NaN
3279,Todos sonreían.,,SHIWILU es NaN
3280,Comuníquese conmigo.,,SHIWILU es NaN
3281,¿Has almorzado?,,SHIWILU es NaN
3282,¿Has adelgazado?,,SHIWILU es NaN
3283,¿Ha adelgazado?,,SHIWILU es NaN
3284,¿Lo mediste?,,SHIWILU es NaN
3285,Negó todo.,,SHIWILU es NaN
3286,Sale mucho.,,SHIWILU es NaN
3287,Será castigado.,,SHIWILU es NaN
3288,¿Cuántos necesitas?,,SHIWILU es NaN
3289,¿Cuántas necesitas?,,SHIWILU es NaN
3290,¿Cuántos quiere?,,SHIWILU es NaN
3291,¿Cuántos quieres?,,SHIWILU es NaN
3292,¿Cuánto pagaste?,,SHIWILU es NaN
3293,¿Cuánto pagó?,,SHIWILU es NaN
3294,¿Cuánto pagaron?,,SHIWILU es NaN
3295,¿Cuánto viste?,,SHIWILU es NaN
3296,¿Cuánto ganas?,,SHIWILU es NaN
3297,Finalmente entiendo.,,SHIWILU es NaN
3298,Yo saltaba.,,SHIWILU es NaN
3299,Escuché atentamente.,,SHIWILU es NaN
3300,Viajé solo.,,SHIWILU es NaN
3301,Quiero olvidarla.,,SHIWILU es NaN
3302,Quiero complacerte.,,SHIWILU es NaN
3303,Quería recordar.,,SHIWILU es NaN
3304,Quería advertirte.,,SHIWILU es NaN
3305,Te acompañaré.,,SHIWILU es NaN
3306,Lo acompañaré.,,SHIWILU es NaN
3307,Le acompaño.,,SHIWILU es NaN
3308,Quisiera recostarme.,,SHIWILU es NaN
3309,Soñaré contigo.,,SHIWILU es NaN
3310,Lo sacaré.,,SHIWILU es NaN
3311,Soy arqueólogo.,,SHIWILU es NaN
3312,Me sorprendes.,,SHIWILU es NaN
3313,Mañana trabajo.,,SHIWILU es NaN
3314,Encontré algo.,,SHIWILU es NaN
3315,Llevo marcapasos.,,SHIWILU es NaN
3316,Apenas llueve.,,SHIWILU es NaN
3317,Parece fascinante.,,SHIWILU es NaN
3318,Llovió anoche.,,SHIWILU es NaN
3319,Parece interesante.,,SHIWILU es NaN
3320,Sería romántico.,,SHIWILU es NaN
3321,Está chupado.,,SHIWILU es NaN
3322,Es facilísimo.,,SHIWILU es NaN
3323,Ya empezó.,,SHIWILU es NaN
3324,¿Vamos juntos?,,SHIWILU es NaN
3325,¿Debería dimitir?,,SHIWILU es NaN
3326,Parece razonable.,,SHIWILU es NaN
3327,Está amaneciendo.,,SHIWILU es NaN
3328,Siguieron caminando.,,SHIWILU es NaN
3329,Salieron victoriosos.,,SHIWILU es NaN
3330,Pueden cantar.,,SHIWILU es NaN
3331,Parece seda.,,SHIWILU es NaN
3332,Nosotros aplaudimos.,,SHIWILU es NaN
3333,Tenemos ventaja.,,SHIWILU es NaN
3334,Nos abrazamos.,,SHIWILU es NaN
3335,Partiremos inmediatamente.,,SHIWILU es NaN
3336,Compartíamos todo.,,SHIWILU es NaN
3337,Deberíamos preocuparnos.,,SHIWILU es NaN
3338,Viajamos juntos.,,SHIWILU es NaN
3339,Queremos asegurarnos.,,SHIWILU es NaN
3340,Queremos negociar.,,SHIWILU es NaN
3341,Estábamos almorzando.,,SHIWILU es NaN
3342,Lo superaremos.,,SHIWILU es NaN
3343,Nos atacan.,,SHIWILU es NaN
3344,¿Qué ocultan?,,SHIWILU es NaN
3345,¿Qué dicen?,,SHIWILU es NaN
3346,¿Qué recuerdas?,,SHIWILU es NaN
3347,¿Cuándo volvió?,,SHIWILU es NaN
3348,¿Cuándo volverá?,,SHIWILU es NaN
3349,¿Cuándo volverás?,,SHIWILU es NaN
3350,¿Adónde ibas?,,SHIWILU es NaN
3351,¿Cuál elegiste?,,SHIWILU es NaN
3352,¿Me esperarás?,,SHIWILU es NaN
3353,¿Me perdonarías?,,SHIWILU es NaN
3354,¿Preferirías té?,,SHIWILU es NaN
3355,Quedas arrestado.,,SHIWILU es NaN
3356,Captás rápido.,,SHIWILU es NaN
3357,"Perdiste, ¿verdad?",,SHIWILU es NaN
3358,Lo sobrestimas.,,SHIWILU es NaN
3359,Pareces indiferente.,,SHIWILU es NaN
3360,Pareces despreocupado.,,SHIWILU es NaN
3361,Debiste esperar.,,SHIWILU es NaN
3362,Te castigarán.,,SHIWILU es NaN
3363,Eres oportunista.,,SHIWILU es NaN
3364,Ambos sobrevivieron.,,SHIWILU es NaN
3365,¿Te llevo?,,SHIWILU es NaN
3366,¿Habla japonés?,,SHIWILU es NaN
3367,¿Podrías describirles?,,SHIWILU es NaN
3368,¿Podrías describirlos?,,SHIWILU es NaN
3369,¿Puedes identificarlo?,,SHIWILU es NaN
3370,¿Descubriste algo?,,SHIWILU es NaN
3371,¿Dijiste algo?,,SHIWILU es NaN
3372,¿Viste algo?,,SHIWILU es NaN
3373,¿Le llamaste?,,SHIWILU es NaN
3374,¿Disfrutas estudiando?,,SHIWILU es NaN
3375,¿Tiene encendedor?,,SHIWILU es NaN
3376,¿Tenés auriculares?,,SHIWILU es NaN
3377,¿Tienes audífonos?,,SHIWILU es NaN
3378,¿Tienes tiempo?,,SHIWILU es NaN
3379,¿Tiene tiempo?,,SHIWILU es NaN
3380,¿Tienen atún?,,SHIWILU es NaN
3381,¿Vende pilas?,,SHIWILU es NaN
3382,¿Hueles algo?,,SHIWILU es NaN
3383,¿Habla filipino?,,SHIWILU es NaN
3384,¿Entiendes ahora?,,SHIWILU es NaN
3385,¿Quieren desayuno?,,SHIWILU es NaN
3386,¿Queréis algo?,,SHIWILU es NaN
3387,¿Querés comprarlo?,,SHIWILU es NaN
3388,¿Quieres dimitir?,,SHIWILU es NaN
3389,¿Quieres verlo?,,SHIWILU es NaN
3390,¿Querés verlo?,,SHIWILU es NaN
3391,¿Quieres probarlo?,,SHIWILU es NaN
3392,¿Quieren probarlo?,,SHIWILU es NaN
3393,¿Habla inglés?,,SHIWILU es NaN
3394,¿Alguno escucha?,,SHIWILU es NaN
3395,¿Ya cenaste?,,SHIWILU es NaN
3396,Lleva gafas.,,SHIWILU es NaN
3397,¿Cuánto tarda?,,SHIWILU es NaN
3398,¿Cuánto pesas?,,SHIWILU es NaN
3399,¿Cómo volverás?,,SHIWILU es NaN
3400,Descubrí algo.,,SHIWILU es NaN
3401,Le ignoré.,,SHIWILU es NaN
3402,Creí oírte.,,SHIWILU es NaN
3403,Amaba Boston.,,SHIWILU es NaN
3404,Quería leerlos.,,SHIWILU es NaN
3405,Les esperaba.,,SHIWILU es NaN
3406,Le esperaba.,,SHIWILU es NaN
3407,Estaré afuera.,,SHIWILU es NaN
3408,Soy universitario.,,SHIWILU es NaN
3409,Vengo enseguida.,,SHIWILU es NaN
3410,Tengo hambrita.,,SHIWILU es NaN
3411,¿Sucede algo?,,SHIWILU es NaN
3412,Heló anoche.,,SHIWILU es NaN
3413,Era dificilísimo.,,SHIWILU es NaN
3414,Nevará mañana.,,SHIWILU es NaN
3415,Es auto-explicativo.,,SHIWILU es NaN
3416,Sigue así.,,SHIWILU es NaN
3417,Vomité anoche.,,SHIWILU es NaN
3418,Buitreé anoche.,,SHIWILU es NaN
3419,Llamémosle Snoopy.,,SHIWILU es NaN
3420,Probemos suerte.,,SHIWILU es NaN
3421,Dejémosla sola.,,SHIWILU es NaN
3422,Escuchemos música.,,SHIWILU es NaN
3423,Viajemos juntos.,,SHIWILU es NaN
3424,Probemos otro.,,SHIWILU es NaN
3425,Apártame esto.,,SHIWILU es NaN
3426,Desafina.,,SHIWILU es NaN
3427,Firme abajo.,,SHIWILU es NaN
3428,Bien hecho.,,SHIWILU es NaN
3429,Dulces palabras.,,SHIWILU es NaN
3430,Comieron bombones.,,SHIWILU es NaN
3431,Intercambiaron saludos.,,SHIWILU es NaN
3432,Somos futbolistas.,,SHIWILU es NaN
3433,Continuamos charlando.,,SHIWILU es NaN
3434,Seguimos hablando.,,SHIWILU es NaN
3435,Estamos progresando.,,SHIWILU es NaN
3436,Seguimos buscando.,,SHIWILU es NaN
3437,¡Qué decepción!,,SHIWILU es NaN
3438,¡Qué desilusión!,,SHIWILU es NaN
3439,¡Qué atrocidad!,,SHIWILU es NaN
3440,¿Cuándo llegarán?,,SHIWILU es NaN
3441,¿Cuál quieres?,,SHIWILU es NaN
3442,¿Quién sigue?,,SHIWILU es NaN
3443,¿Quieres acompañarnos?,,SHIWILU es NaN
3444,¿Vendrá mañana?,,SHIWILU es NaN
3445,¿Lloverá mañana?,,SHIWILU es NaN
3446,¿Me acompañarás?,,SHIWILU es NaN
3447,¿Recibís cheques?,,SHIWILU es NaN
3448,Anótalo todo.,,SHIWILU es NaN
3449,No entendiste.,,SHIWILU es NaN
3450,Quédate aquí.,,SHIWILU es NaN
3451,Debes seguirme.,,SHIWILU es NaN
3452,Arruinaste todo.,,SHIWILU es NaN
3453,Deberías pagarlo.,,SHIWILU es NaN
3454,Eres tremendo.,,SHIWILU es NaN
3455,Eres hermosísima.,,SHIWILU es NaN
3456,¿Vienes conmigo?,,SHIWILU es NaN
3457,¿Dejas Boston?,,SHIWILU es NaN
3458,"Venga, dámelo.",,SHIWILU es NaN
3459,¿Encontraron algo?,,SHIWILU es NaN
3460,¿Encontraste algo?,,SHIWILU es NaN
3461,¿Perdiste algo?,,SHIWILU es NaN
3462,¿Necesitabas algo?,,SHIWILU es NaN
3463,¿Querías algo?,,SHIWILU es NaN
3464,¿Querías verme?,,SHIWILU es NaN
3465,¿Quería verme?,,SHIWILU es NaN
3466,¿Querían verme?,,SHIWILU es NaN
3467,¿Trabajaste ayer?,,SHIWILU es NaN
3468,¿Tiene pasaporte?,,SHIWILU es NaN
3469,¿Tienes manzanas?,,SHIWILU es NaN
3470,¿Traes todo?,,SHIWILU es NaN
3471,¿Tiene experiencia?,,SHIWILU es NaN
3472,¿Tienes pesadillas?,,SHIWILU es NaN
3473,¿Sabes coser?,,SHIWILU es NaN
3474,¿Reconoces estas?,,SHIWILU es NaN
3475,¿Hablas búlgaro?,,SHIWILU es NaN
3476,¿Hablas esperanto?,,SHIWILU es NaN
3477,¿Estudias química?,,SHIWILU es NaN
3478,¿Estudias diariamente?,,SHIWILU es NaN
3479,¿Querés escucharlo?,,SHIWILU es NaN
3480,¿Quieres escucharlo?,,SHIWILU es NaN
3481,¿Quieres matarme?,,SHIWILU es NaN
3482,¿Quieres besarme?,,SHIWILU es NaN
3483,Todo cambiará.,,SHIWILU es NaN
3484,¿Ya votó?,,SHIWILU es NaN
3485,Reparte periódicos.,,SHIWILU es NaN
3486,Volverá pronto.,,SHIWILU es NaN
3487,Es beisbolista.,,SHIWILU es NaN
3488,¿Cuánto costaron?,,SHIWILU es NaN
3489,Almorcé apresurado.,,SHIWILU es NaN
3490,Puedo cuidarte.,,SHIWILU es NaN
3491,Disfruté bastante.,,SHIWILU es NaN
3492,Ayer cobré.,,SHIWILU es NaN
3493,Lo esposé.,,SHIWILU es NaN
3494,Quiero cocinarte.,,SHIWILU es NaN
3495,Pude ayudarla.,,SHIWILU es NaN
3496,Fui requeteafortunada.,,SHIWILU es NaN
3497,Quisiera reemplazarlo.,,SHIWILU es NaN
3498,Tengo problemas.,,SHIWILU es NaN
3499,Debo continuar.,,SHIWILU es NaN
3500,¿Lo logrará?,,SHIWILU es NaN
3501,¿Queda sal?,,SHIWILU es NaN
3502,Llovía quedito.,,SHIWILU es NaN
3503,Llovía dulcemente.,,SHIWILU es NaN
3504,Escuchame bien.,,SHIWILU es NaN
3505,"Escúchame, ¿quieres?",,SHIWILU es NaN
3506,Muchísimas gracias.,,SHIWILU es NaN
3507,Querían protección.,,SHIWILU es NaN
3508,Deberíamos callarnos.,,SHIWILU es NaN
3509,Superaremos esto.,,SHIWILU es NaN
3510,Estamos desayunando.,,SHIWILU es NaN
3511,¡Qué logro!,,SHIWILU es NaN
3512,¿Qué recomendaste?,,SHIWILU es NaN
3513,¿Qué crees?,,SHIWILU es NaN
3514,¿Dónde estudias?,,SHIWILU es NaN
3515,¿Sería adecuado?,,SHIWILU es NaN
3516,¿Jugarías conmigo?,,SHIWILU es NaN
3517,Eres bellísima.,,SHIWILU es NaN
3518,Mereces triunfar.,,SHIWILU es NaN
3519,Entenderás pronto.,,SHIWILU es NaN
3520,Estás progresando.,,SHIWILU es NaN
3521,¿Cocinas bien?,,SHIWILU es NaN
3522,Considérate afortunado.,,SHIWILU es NaN
3523,¿Estudiaste ayer?,,SHIWILU es NaN
3524,¿Tocaste algo?,,SHIWILU es NaN
3525,¿Venden mandarinas?,,SHIWILU es NaN
3526,¿Tienes novio?,,SHIWILU es NaN
3527,¿Tenés celular?,,SHIWILU es NaN
3528,¿Tienes hermanas?,,SHIWILU es NaN
3529,¿Quieres compartirlo?,,SHIWILU es NaN
3530,¿Quiere sentarse?,,SHIWILU es NaN
3531,¿Quieres tocarlo?,,SHIWILU es NaN
3532,¿Quieren tocarlo?,,SHIWILU es NaN
3533,Llámame mañana.,,SHIWILU es NaN
3534,Seguía órdenes.,,SHIWILU es NaN
3535,¡Estoy perdido!,,SHIWILU es NaN
3536,Quería gustarte.,,SHIWILU es NaN
3537,Acepto sugerencias.,,SHIWILU es NaN
3538,Intentaré memorizarlo.,,SHIWILU es NaN
3539,Almorcemos fuera.,,SHIWILU es NaN
3540,¡Cuídense!,,SHIWILU es NaN
3541,Tienen agujetas.,,SHIWILU es NaN
3542,Entraron cuidadosamente.,,SHIWILU es NaN
3543,Entraron cautelosamente.,,SHIWILU es NaN
3544,Avanzaron lentamente.,,SHIWILU es NaN
3545,Suena interesante.,,SHIWILU es NaN
3546,¿Saliste anoche?,,SHIWILU es NaN
3547,¿Qué propones?,,SHIWILU es NaN
3548,¿Cuál prefieres?,,SHIWILU es NaN
3549,¿Quieres bailar?,,SHIWILU es NaN
3550,¿Desea ordenar?,,SHIWILU es NaN
3551,¡Escríbele inmediatamente!,,SHIWILU es NaN
3552,Mejor creelo.,,SHIWILU es NaN
3553,Superarás esto.,,SHIWILU es NaN
3554,Comprenderás luego.,,SHIWILU es NaN
3555,Ya terminaste.,,SHIWILU es NaN
3556,Ya terminaron.,,SHIWILU es NaN
3557,¿Puedes explicármelo?,,SHIWILU es NaN
3558,¿Tienes novia?,,SHIWILU es NaN
3559,¿Tiene novia?,,SHIWILU es NaN
3560,¿Tienes hermanos?,,SHIWILU es NaN
3561,¿Sabes bailar?,,SHIWILU es NaN
3562,¿Sabes conducir?,,SHIWILU es NaN
3563,¿Quieres salvarlos?,,SHIWILU es NaN
3564,¿Querés venderlos?,,SHIWILU es NaN
3565,¿Quieres venderlos?,,SHIWILU es NaN
3566,¿Ocultaste algo?,,SHIWILU es NaN
3567,Falleció ayer.,,SHIWILU es NaN
3568,¿Cuánto cortaste?,,SHIWILU es NaN
3569,Estoy chorreando.,,SHIWILU es NaN
3570,Odio contradecirte.,,SHIWILU es NaN
3571,Espero verla.,,SHIWILU es NaN
3572,Necesito protegerme.,,SHIWILU es NaN
3573,Quiero pensarlo.,,SHIWILU es NaN
3574,Quería sorprenderla.,,SHIWILU es NaN
3575,Esperaba encontrarte.,,SHIWILU es NaN
3576,Lamento molestarte.,,SHIWILU es NaN
3577,Es negociable.,,SHIWILU es NaN
3578,Estamos parpadeando.,,SHIWILU es NaN
3579,Debemos recomenzar.,,SHIWILU es NaN
3580,Necesitamos averiguarlo.,,SHIWILU es NaN
3581,Intentamos convencerlo.,,SHIWILU es NaN
3582,Pronto descansaremos.,,SHIWILU es NaN
3583,¿Qué buscás?,,SHIWILU es NaN
3584,¿Qué esperas?,,SHIWILU es NaN
3585,¿Cuál escogerá?,,SHIWILU es NaN
3586,Deberías conocerte.,,SHIWILU es NaN
3587,¿Eres universitario?,,SHIWILU es NaN
3588,¿Podemos permitírnoslo?,,SHIWILU es NaN
3589,¿Recuerdas algo?,,SHIWILU es NaN
3590,Considérense afortunados.,,SHIWILU es NaN
3591,¿Interrumpí algo?,,SHIWILU es NaN
3592,¿Dormiste bien?,,SHIWILU es NaN
3593,¿Hay vacantes?,,SHIWILU es NaN
3594,¿Sabes usarlo?,,SHIWILU es NaN
3595,¿Quieres venir?,,SHIWILU es NaN
3596,¿Tiene novio?,,SHIWILU es NaN
3597,Lo pensaré.,,SHIWILU es NaN
3598,Intentaré distraerlos.,,SHIWILU es NaN
3599,Lamento escucharlo.,,SHIWILU es NaN
3600,Cero rollo.,,SHIWILU es NaN
3601,Trasnochemos.,,SHIWILU es NaN
3602,Ponte cómodo.,,SHIWILU es NaN
3603,¡Muchísimas gracias!,,SHIWILU es NaN
3604,Ambos asintieron.,,SHIWILU es NaN
3605,¿Cuándo desayunáis?,,SHIWILU es NaN
3606,¿Cuál escogerás?,,SHIWILU es NaN
3607,¿Quieres ensalada?,,SHIWILU es NaN
3608,¿Quieres azúcar?,,SHIWILU es NaN
3609,Pareces imbécil.,,SHIWILU es NaN
3610,¿Necesitamos esperarla?,,SHIWILU es NaN
3611,¿Tiene cita?,,SHIWILU es NaN
3612,¿Quieres casarte?,,SHIWILU es NaN
3613,Estaba agotadísimo.,,SHIWILU es NaN
3614,Fingí apoyarlo.,,SHIWILU es NaN
3615,Quería enseñártelo.,,SHIWILU es NaN
